lineup_key,archetype_lineup,possessions,minutes,points,fga_2pt,fga_3pt,fgm_2pt,fgm_3pt,ftm,fta,pts_2pt,pts_3pt,pts_ft,ast,tov,w_pct,plus_minus,off_rating,pace,ast_pct,ast_to,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_ft,pct_pts_off_tov,pct_pts_paint
1_2_3_5_5,1_2_3_5_5,320,160.0,101,39,0,39,0,0,0,78,0,0,0,0,1.0,101,31.5625,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_4_5_7,0_2_4_5_7,5202,2601.0,1596,622,0,622,0,0,0,1244,0,0,0,0,1.0,1596,30.680507497116494,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_2_5_7,0_0_2_5_7,3067,1533.5,917,331,0,331,0,0,0,662,0,0,0,0,1.0,917,29.89892402999674,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_3_3_5,2_3_3_3_5,2285,1142.5,658,243,0,243,0,0,0,486,0,0,0,0,1.0,658,28.796498905908095,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_3_3_7,0_3_3_3_7,833,416.5,230,86,0,86,0,0,0,172,0,0,0,0,1.0,230,27.611044417767104,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_3_5_6,0_0_3_5_6,402,201.0,142,54,0,54,0,0,0,108,0,0,0,0,1.0,142,35.32338308457712,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_3_3_6,0_1_3_3_6,516,258.0,161,58,0,58,0,0,0,116,0,0,0,0,1.0,161,31.2015503875969,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_1_3,0_0_0_1_3,2328,1164.0,728,259,0,259,0,0,0,518,0,0,0,0,1.0,728,31.27147766323024,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_3_5_6,0_3_3_5_6,949,474.5,310,119,0,119,0,0,0,238,0,0,0,0,1.0,310,32.66596417281349,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_3_5_6,1_3_3_5_6,393,196.5,114,41,0,41,0,0,0,82,0,0,0,0,1.0,114,29.00763358778626,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_3_6,0_0_0_3_6,404,202.0,137,51,0,51,0,0,0,102,0,0,0,0,1.0,137,33.910891089108915,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_2_4_5,0_1_2_4_5,37,18.5,7,1,0,1,0,0,0,2,0,0,0,0,1.0,7,18.91891891891892,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_4_5_6,0_3_4_5_6,829,414.5,222,81,0,81,0,0,0,162,0,0,0,0,1.0,222,26.77925211097708,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_3_4_6,0_0_3_4_6,1114,557.0,304,113,0,113,0,0,0,226,0,0,0,0,1.0,304,27.289048473967686,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_4_5_6,0_0_4_5_6,61,30.5,17,8,0,8,0,0,0,16,0,0,0,0,1.0,17,27.86885245901639,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_5_6,0_0_0_5_6,2398,1199.0,672,226,0,226,0,0,0,452,0,0,0,0,1.0,672,28.023352793994995,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_5_5_7,0_0_5_5_7,3296,1648.0,982,343,0,343,0,0,0,686,0,0,0,0,1.0,982,29.79368932038835,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_3_4_7,0_0_3_4_7,11408,5704.0,3313,1204,0,1204,0,0,0,2408,0,0,0,0,1.0,3313,29.04102384291725,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_4_7_7,0_0_4_7_7,8211,4105.5,2522,917,0,917,0,0,0,1834,0,0,0,0,1.0,2522,30.714894653513582,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_4_6_7_7,0_4_6_7_7,675,337.5,208,77,0,77,0,0,0,154,0,0,0,0,1.0,208,30.814814814814817,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_4_6_7,0_0_4_6_7,1566,783.0,407,152,0,152,0,0,0,304,0,0,0,0,1.0,407,25.989782886334613,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_5_5_5,0_0_5_5_5,249,124.5,81,29,0,29,0,0,0,58,0,0,0,0,1.0,81,32.53012048192771,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_2_4_7,0_0_2_4_7,1939,969.5,607,229,0,229,0,0,0,458,0,0,0,0,1.0,607,31.304796286745745,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_5_7_7,0_2_5_7_7,649,324.5,193,71,0,71,0,0,0,142,0,0,0,0,1.0,193,29.738058551617875,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_4_5_5_7,2_4_5_5_7,444,222.0,129,46,0,46,0,0,0,92,0,0,0,0,1.0,129,29.054054054054053,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_4_5_5,0_2_4_5_5,471,235.5,145,53,0,53,0,0,0,106,0,0,0,0,1.0,145,30.78556263269639,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_4_5_6,1_3_4_5_6,796,398.0,232,87,0,87,0,0,0,174,0,0,0,0,1.0,232,29.145728643216078,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_3_4_6,0_1_3_4_6,1737,868.5,521,201,0,201,0,0,0,402,0,0,0,0,1.0,521,29.99424294761082,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_5_7_7,0_0_5_7_7,3906,1953.0,1248,466,0,466,0,0,0,932,0,0,0,0,1.0,1248,31.95084485407066,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_3_4_7,0_2_3_4_7,6623,3311.5,2177,832,0,832,0,0,0,1664,0,0,0,0,1.0,2177,32.870300468065835,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_2_5_7,0_2_2_5_7,172,86.0,49,15,0,15,0,0,0,30,0,0,0,0,1.0,49,28.488372093023255,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_4_4_5_7,2_4_4_5_7,65,32.5,24,7,0,7,0,0,0,14,0,0,0,0,1.0,24,36.92307692307693,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_2_4_7,0_2_2_4_7,91,45.5,19,7,0,7,0,0,0,14,0,0,0,0,1.0,19,20.87912087912088,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_2_2_3,0_0_2_2_3,336,168.0,113,44,0,44,0,0,0,88,0,0,0,0,1.0,113,33.63095238095239,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_2_2,0_0_0_2_2,96,48.0,32,14,0,14,0,0,0,28,0,0,0,0,1.0,32,33.33333333333333,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_3_5_7,2_3_3_5_7,2894,1447.0,968,376,0,376,0,0,0,752,0,0,0,0,1.0,968,33.44851416724257,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
3_4_5_5_7,3_4_5_5_7,93,46.5,25,7,0,7,0,0,0,14,0,0,0,0,1.0,25,26.881720430107524,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_2_3_6,0_0_2_3_6,273,136.5,94,34,0,34,0,0,0,68,0,0,0,0,1.0,94,34.43223443223443,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_2_6,0_0_0_2_6,2018,1009.0,577,228,0,228,0,0,0,456,0,0,0,0,1.0,577,28.592666005946484,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_3_4_5,0_3_3_4_5,4439,2219.5,1369,502,0,502,0,0,0,1004,0,0,0,0,1.0,1369,30.840279342194187,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_1_1_6,0_0_1_1_6,1890,945.0,637,237,0,237,0,0,0,474,0,0,0,0,1.0,637,33.7037037037037,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_1_1_5,0_0_1_1_5,100,50.0,30,4,0,4,0,0,0,8,0,0,0,0,1.0,30,30.0,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_1_1,0_0_0_1_1,287,143.5,91,33,0,33,0,0,0,66,0,0,0,0,1.0,91,31.70731707317073,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_0_0,0_0_0_0_0,1172,586.0,355,117,0,117,0,0,0,234,0,0,0,0,1.0,355,30.2901023890785,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_1_4_7,0_1_1_4_7,448,224.0,161,51,0,51,0,0,0,102,0,0,0,0,1.0,161,35.9375,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_1_1_4,0_0_1_1_4,327,163.5,125,50,0,50,0,0,0,100,0,0,0,0,1.0,125,38.226299694189606,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_3_3_3,0_0_3_3_3,1642,821.0,514,197,0,197,0,0,0,394,0,0,0,0,1.0,514,31.303288672350792,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
3_5_5_7_7,3_5_5_7_7,454,227.0,136,57,0,57,0,0,0,114,0,0,0,0,1.0,136,29.955947136563875,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_3_4_7,0_3_3_4_7,6026,3013.0,1824,665,0,665,0,0,0,1330,0,0,0,0,1.0,1824,30.268835048124792,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_4_7_7,0_3_4_7_7,5437,2718.5,1522,539,0,539,0,0,0,1078,0,0,0,0,1.0,1522,27.99337870148979,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_2_4_5_7,2_2_4_5_7,40,20.0,17,6,0,6,0,0,0,12,0,0,0,0,1.0,17,42.5,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_2_3_4_7,2_2_3_4_7,426,213.0,119,45,0,45,0,0,0,90,0,0,0,0,1.0,119,27.93427230046948,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_2_3_5_7,2_2_3_5_7,875,437.5,280,96,0,96,0,0,0,192,0,0,0,0,1.0,280,32.0,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_3_5_7,0_2_3_5_7,6716,3358.0,2108,801,0,801,0,0,0,1602,0,0,0,0,1.0,2108,31.38773079213818,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_3_7_7,0_2_3_7_7,983,491.5,313,112,0,112,0,0,0,224,0,0,0,0,1.0,313,31.841302136317395,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_3_5_5,1_3_3_5_5,213,106.5,87,28,0,28,0,0,0,56,0,0,0,0,1.0,87,40.845070422535215,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_4_5_6,0_2_4_5_6,189,94.5,71,28,0,28,0,0,0,56,0,0,0,0,1.0,71,37.56613756613756,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_1_4_6,0_0_1_4_6,53,26.5,8,3,0,3,0,0,0,6,0,0,0,0,1.0,8,15.09433962264151,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_0_6,0_0_0_0_6,1507,753.5,421,147,0,147,0,0,0,294,0,0,0,0,1.0,421,27.93629727936297,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_1_6,0_0_0_1_6,14,7.0,4,1,0,1,0,0,0,2,0,0,0,0,1.0,4,28.57142857142857,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_4_5_5,1_3_4_5_5,193,96.5,65,22,0,22,0,0,0,44,0,0,0,0,1.0,65,33.67875647668394,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
3_3_3_7_7,3_3_3_7_7,33,16.5,13,4,0,4,0,0,0,8,0,0,0,0,1.0,13,39.39393939393939,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_4_6,0_0_0_4_6,385,192.5,94,31,0,31,0,0,0,62,0,0,0,0,1.0,94,24.415584415584416,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_4_4_7,0_2_4_4_7,943,471.5,317,128,0,128,0,0,0,256,0,0,0,0,1.0,317,33.61611876988335,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_2_2_7,0_0_2_2_7,52,26.0,30,12,0,12,0,0,0,24,0,0,0,0,1.0,30,57.692307692307686,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_5_5_7,2_3_5_5_7,122,61.0,53,19,0,19,0,0,0,38,0,0,0,0,1.0,53,43.44262295081967,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_1_3_3_6,1_1_3_3_6,240,120.0,75,32,0,32,0,0,0,64,0,0,0,0,1.0,75,31.25,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_3_3_3,0_1_3_3_3,921,460.5,264,103,0,103,0,0,0,206,0,0,0,0,1.0,264,28.664495114006517,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_3_3_5,0_3_3_3_5,2038,1019.0,597,221,0,221,0,0,0,442,0,0,0,0,1.0,597,29.29342492639843,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_3_5_7,1_3_3_5_7,277,138.5,73,30,0,30,0,0,0,60,0,0,0,0,1.0,73,26.353790613718413,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_3_3_4,0_1_3_3_4,5848,2924.0,1828,689,0,689,0,0,0,1378,0,0,0,0,1.0,1828,31.258549931600548,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_2_3_3_4,1_2_3_3_4,244,122.0,94,41,0,41,0,0,0,82,0,0,0,0,1.0,94,38.52459016393443,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_3_4_7,2_3_3_4_7,3809,1904.5,1302,499,0,499,0,0,0,998,0,0,0,0,1.0,1302,34.18220005250722,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_6_7,0_0_0_6_7,631,315.5,181,63,0,63,0,0,0,126,0,0,0,0,1.0,181,28.68462757527734,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_2_3_5_7,1_2_3_5_7,49,24.5,12,3,0,3,0,0,0,6,0,0,0,0,1.0,12,24.489795918367346,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_2_5_7,0_1_2_5_7,88,44.0,16,2,0,2,0,0,0,4,0,0,0,0,1.0,16,18.181818181818183,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_4_5_7_7,0_4_5_7_7,3819,1909.5,1112,396,0,396,0,0,0,792,0,0,0,0,1.0,1112,29.117570044514267,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_4_5_5_7,0_4_5_5_7,964,482.0,245,90,0,90,0,0,0,180,0,0,0,0,1.0,245,25.414937759336098,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_2_3_5,0_2_2_3_5,686,343.0,214,76,0,76,0,0,0,152,0,0,0,0,1.0,214,31.195335276967928,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_2_3_3_6,2_2_3_3_6,192,96.0,52,17,0,17,0,0,0,34,0,0,0,0,1.0,52,27.083333333333332,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_0_2,0_0_0_0_2,1162,581.0,366,143,0,143,0,0,0,286,0,0,0,0,1.0,366,31.497418244406195,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
3_3_3_5_7,3_3_3_5_7,107,53.5,29,10,0,10,0,0,0,20,0,0,0,0,1.0,29,27.102803738317753,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_6_7_7,0_0_6_7_7,270,135.0,79,29,0,29,0,0,0,58,0,0,0,0,1.0,79,29.259259259259256,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_7_7,0_0_0_7_7,2510,1255.0,778,275,0,275,0,0,0,550,0,0,0,0,1.0,778,30.996015936254977,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_2_3_3_5,1_2_3_3_5,72,36.0,21,7,0,7,0,0,0,14,0,0,0,0,1.0,21,29.166666666666668,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_3_4_5,1_3_3_4_5,1584,792.0,489,181,0,181,0,0,0,362,0,0,0,0,1.0,489,30.87121212121212,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_3_3_7,0_1_3_3_7,565,282.5,146,53,0,53,0,0,0,106,0,0,0,0,1.0,146,25.840707964601773,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_3_5_5,2_3_3_5_5,3756,1878.0,1157,442,0,442,0,0,0,884,0,0,0,0,1.0,1157,30.804046858359957,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_4_5_5,2_3_4_5_5,626,313.0,215,86,0,86,0,0,0,172,0,0,0,0,1.0,215,34.34504792332269,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_3_3_6,1_3_3_3_6,68,34.0,34,14,0,14,0,0,0,28,0,0,0,0,1.0,34,50.0,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_5_6_7,0_1_5_6_7,19,9.5,7,3,0,3,0,0,0,6,0,0,0,0,1.0,7,36.84210526315789,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_5_6_7,0_0_5_6_7,801,400.5,223,78,0,78,0,0,0,156,0,0,0,0,1.0,223,27.84019975031211,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
4_5_7_7_7,4_5_7_7_7,196,98.0,60,23,0,23,0,0,0,46,0,0,0,0,1.0,60,30.612244897959183,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_2_3_7,0_2_2_3_7,276,138.0,77,24,0,24,0,0,0,48,0,0,0,0,1.0,77,27.898550724637683,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_2_5_6,0_0_2_5_6,2046,1023.0,593,219,0,219,0,0,0,438,0,0,0,0,1.0,593,28.98338220918866,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_5_7_7,1_3_5_7_7,165,82.5,56,18,0,18,0,0,0,36,0,0,0,0,1.0,56,33.939393939393945,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_4_5_5,0_0_4_5_5,389,194.5,124,48,0,48,0,0,0,96,0,0,0,0,1.0,124,31.876606683804624,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_2_3_4_7,1_2_3_4_7,32,16.0,6,2,0,2,0,0,0,4,0,0,0,0,1.0,6,18.75,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_4_5_5,0_1_4_5_5,625,312.5,192,66,0,66,0,0,0,132,0,0,0,0,1.0,192,30.72,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_1_3_3_3,1_1_3_3_3,37,18.5,12,5,0,5,0,0,0,10,0,0,0,0,1.0,12,32.432432432432435,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_3_7_7,0_1_3_7_7,258,129.0,81,28,0,28,0,0,0,56,0,0,0,0,1.0,81,31.3953488372093,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_3_7_7,1_3_3_7_7,93,46.5,15,2,0,2,0,0,0,4,0,0,0,0,1.0,15,16.129032258064516,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_2_3_5_6,2_2_3_5_6,157,78.5,55,21,0,21,0,0,0,42,0,0,0,0,1.0,55,35.03184713375796,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_2_3_3,0_2_2_3_3,27,13.5,3,1,0,1,0,0,0,2,0,0,0,0,1.0,3,11.11111111111111,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_2_4,0_0_0_2_4,655,327.5,186,68,0,68,0,0,0,136,0,0,0,0,1.0,186,28.396946564885496,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_2_6_6,0_0_2_6_6,32,16.0,6,3,0,3,0,0,0,6,0,0,0,0,1.0,6,18.75,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_2_3_6_6,0_2_3_6_6,190,95.0,61,25,0,25,0,0,0,50,0,0,0,0,1.0,61,32.10526315789474,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_4_6_6,0_1_4_6_6,101,50.5,28,9,0,9,0,0,0,18,0,0,0,0,1.0,28,27.722772277227726,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_4_6_6,1_3_4_6_6,371,185.5,106,38,0,38,0,0,0,76,0,0,0,0,1.0,106,28.57142857142857,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_1_6_7,0_0_1_6_7,54,27.0,11,5,0,5,0,0,0,10,0,0,0,0,1.0,11,20.37037037037037,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_1_6_7,0_1_1_6_7,1212,606.0,458,191,0,191,0,0,0,382,0,0,0,0,1.0,458,37.78877887788779,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_3_6_7,0_1_3_6_7,359,179.5,88,28,0,28,0,0,0,56,0,0,0,0,1.0,88,24.512534818941504,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_1_3_7,0_1_1_3_7,18,9.0,7,3,0,3,0,0,0,6,0,0,0,0,1.0,7,38.88888888888889,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_1_3_6_7,1_1_3_6_7,18,9.0,7,3,0,3,0,0,0,6,0,0,0,0,1.0,7,38.88888888888889,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_5_5_7,0_1_5_5_7,1947,973.5,653,259,0,259,0,0,0,518,0,0,0,0,1.0,653,33.538777606574214,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_3_6_7,0_0_3_6_7,1119,559.5,361,141,0,141,0,0,0,282,0,0,0,0,1.0,361,32.2609472743521,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_3_6_7,0_3_3_6_7,1121,560.5,365,128,0,128,0,0,0,256,0,0,0,0,1.0,365,32.56021409455843,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
3_3_3_6_7,3_3_3_6_7,56,28.0,21,6,0,6,0,0,0,12,0,0,0,0,1.0,21,37.5,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_3_5_6_7,0_3_5_6_7,382,191.0,99,40,0,40,0,0,0,80,0,0,0,0,1.0,99,25.916230366492147,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_2_3_4_6,2_2_3_4_6,167,83.5,55,20,0,20,0,0,0,40,0,0,0,0,1.0,55,32.93413173652694,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_4_4_7,2_3_4_4_7,3663,1831.5,1506,625,0,625,0,0,0,1250,0,0,0,0,1.0,1506,41.11384111384112,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
3_4_4_5_7,3_4_4_5_7,625,312.5,176,66,0,66,0,0,0,132,0,0,0,0,1.0,176,28.16,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
3_3_4_4_5,3_3_4_4_5,277,138.5,97,34,0,34,0,0,0,68,0,0,0,0,1.0,97,35.018050541516246,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_1_2_4_7,0_1_2_4_7,54,27.0,16,7,0,7,0,0,0,14,0,0,0,0,1.0,16,29.629629629629626,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
2_3_4_4_5,2_3_4_4_5,283,141.5,98,42,0,42,0,0,0,84,0,0,0,0,1.0,98,34.62897526501767,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_4_5_6_6,1_4_5_6_6,68,34.0,25,9,0,9,0,0,0,18,0,0,0,0,1.0,25,36.76470588235294,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_3_6_6,0_0_3_6_6,688,344.0,185,73,0,73,0,0,0,146,0,0,0,0,1.0,185,26.889534883720927,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
0_0_0_6_6,0_0_0_6_6,153,76.5,36,13,0,13,0,0,0,26,0,0,0,0,1.0,36,23.52941176470588,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
1_3_5_6_7,1_3_5_6_7,393,196.5,100,30,0,30,0,0,0,60,0,0,0,0,1.0,100,25.44529262086514,100.0,0.0,0,100.0,0.0,100.0,30.0,0.0,0.0,0.0,80.0
