,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-2636.18,0.191985,4.41969,4.40043,-2644.14,-2635.85,-2629.63,547.302,687.333,20.9493,1.00613
beta_0[1],-0.0084631,0.000955658,0.0371266,0.0368247,-0.0715588,-0.00851315,0.0521773,1514.34,1557.71,57.9652,1.00215
beta_0[2],-0.00925521,0.00114879,0.0370806,0.0377967,-0.0699913,-0.00961158,0.0514613,1064.99,1185.17,40.7652,1.00215
beta_0[3],-0.00383921,0.000984978,0.0407242,0.0409191,-0.069417,-0.00567783,0.0664415,1715.89,1302.94,65.6802,0.999789
beta_0[4],0.054021,0.00134101,0.0451989,0.0463809,-0.0152687,0.0514211,0.131486,1116.96,1583.32,42.7545,1.00039
"beta_off[1,1]",0.0109411,0.000178742,0.00844044,0.00804749,0.00103338,0.00907682,0.0269905,1453.66,708.64,55.6425,0.999366
"beta_off[1,2]",0.0107622,0.000183629,0.00736325,0.00769984,0.00108365,0.00949739,0.0245517,1144.49,785.041,43.8084,1.0042
"beta_off[1,3]",0.00929336,0.000170605,0.00767329,0.00696414,0.00067132,0.00757549,0.0241786,1433.36,891.859,54.8654,0.999916
"beta_off[2,1]",0.028295,0.000351147,0.0143061,0.0149233,0.00587985,0.0274618,0.0531117,1421.06,798.119,54.3946,1.00075
"beta_off[2,2]",0.0130696,0.000234011,0.0084791,0.00888293,0.00150959,0.0120136,0.0286601,1008.09,690.622,38.5871,1.00091
"beta_off[2,3]",0.0114863,0.000243012,0.00909327,0.00860992,0.000887615,0.0095376,0.0290471,989.576,818.252,37.8785,1.00023
"beta_off[3,1]",0.013022,0.000227118,0.0108436,0.00947264,0.000953068,0.0102012,0.03503,1295.67,745.181,49.5951,1.00151
"beta_off[3,2]",0.0156366,0.00026541,0.0110335,0.0116425,0.00126499,0.0139854,0.0369588,1271.37,863.558,48.665,1.00185
"beta_off[3,3]",0.00968806,0.000197727,0.00745537,0.00710401,0.00082892,0.00804141,0.0241741,921.119,675.724,35.2581,0.999602
"beta_off[4,1]",0.0148709,0.000286835,0.012671,0.0111259,0.000839024,0.0113816,0.0390529,1178.04,706.025,45.0923,1.00092
"beta_off[4,2]",0.00467741,9.23085e-05,0.00438729,0.00340916,0.000258481,0.00347781,0.0132689,1223.36,822.635,46.8272,1.00013
"beta_off[4,3]",0.0125146,0.000274016,0.00866368,0.00872849,0.00107082,0.0110373,0.0283742,771.583,576.286,29.5343,1.00199
"beta_def[1,1]",0.0126963,0.000260449,0.0108249,0.00932921,0.000779502,0.00950534,0.0342896,1056.15,542.093,40.4267,1.00123
"beta_def[1,2]",0.0150767,0.000267807,0.0126046,0.0108186,0.00107782,0.0118417,0.0405267,1478.81,933.458,56.6053,1.00215
"beta_def[1,3]",0.00977915,0.000161623,0.00805993,0.00728767,0.000853916,0.00779641,0.0261331,1601.32,1098.71,61.2946,1.00298
"beta_def[2,1]",0.0315905,0.000549398,0.0242916,0.0232115,0.00226685,0.0266247,0.0782952,1265.43,768.065,48.4373,1.00008
"beta_def[2,2]",0.0413553,0.000659637,0.0276717,0.027981,0.00436282,0.0369258,0.0924164,1266.91,693.721,48.4941,0.999584
"beta_def[2,3]",0.016415,0.000236145,0.0106891,0.0111803,0.00189844,0.0149387,0.0359802,1671.5,1176.6,63.9808,0.999429
"beta_def[3,1]",0.0156486,0.000278134,0.0129834,0.0117467,0.00119577,0.0120545,0.0407835,1436.39,708.99,54.9813,1.00058
"beta_def[3,2]",0.0101648,0.000209389,0.00905442,0.00791815,0.000530782,0.00773084,0.0289789,1075.73,745.726,41.1764,1.00094
"beta_def[3,3]",0.00629238,0.000117217,0.00578486,0.00489165,0.000307513,0.00464486,0.0180627,1453.66,789.004,55.6427,1.00087
"beta_def[4,1]",0.0790584,0.00129779,0.0387915,0.0398794,0.016698,0.0776879,0.143647,773.255,438.914,29.5983,1.0012
"beta_def[4,2]",0.063599,0.000857551,0.0350823,0.0367374,0.0116985,0.0609841,0.126678,1321.33,678.478,50.5773,1.00088
"beta_def[4,3]",0.00759675,0.000132215,0.00642156,0.00562936,0.00047596,0.00598188,0.0196815,1427.73,902.387,54.65,1.00182
sigma,1.00509,0.000235405,0.0101764,0.010167,0.989295,1.00509,1.02171,1877.09,1532.42,71.8504,0.999817
y_rep[1],-0.0816092,0.0223609,0.994051,0.974194,-1.67555,-0.074924,1.55828,1968.85,1863.72,75.3626,1.00033
y_rep[2],-0.00528887,0.0250615,0.992378,0.940844,-1.69132,0.0098664,1.70378,1557.98,1739.76,59.6357,1.0012
y_rep[3],-0.0556744,0.0229312,1.02083,1.01701,-1.7417,-0.0432474,1.6487,2014.54,1533.93,77.1115,1.00035
y_rep[4],0.0169203,0.0223298,1.01435,1.0343,-1.65776,0.0377093,1.67779,2072.98,1932.56,79.3485,1.0017
y_rep[5],0.0151618,0.0227572,1.01542,1.00116,-1.65397,-0.00750043,1.72171,2018.9,1933.74,77.2783,0.999715
y_rep[6],0.0644326,0.0239052,0.994794,1.0003,-1.61058,0.0579154,1.69413,1733.34,1755.37,66.3481,1.00061
y_rep[7],0.0634725,0.021893,0.988918,1.032,-1.50037,0.052451,1.67594,2046.77,2004.12,78.3453,0.999427
y_rep[8],-0.025021,0.0222814,0.987375,0.966656,-1.61584,-0.0177261,1.5992,1962.43,1925.56,75.1171,1.00038
y_rep[9],0.0387172,0.0226075,0.982039,0.979162,-1.52231,0.0133694,1.63686,1892.7,1982.45,72.448,0.999791
y_rep[10],-0.0259229,0.021295,1.01079,0.993348,-1.64678,-0.0358379,1.66026,2258.79,1965.22,86.461,0.999345
y_rep[11],0.0553236,0.0224622,1.02695,1.02874,-1.67647,0.072912,1.7085,2107.05,1952.34,80.6528,0.999934
y_rep[12],0.0574443,0.0244858,1.00208,1.01698,-1.58908,0.0443656,1.74642,1691.37,1669.01,64.7415,1.00152
y_rep[13],-0.020102,0.0223109,1.02504,0.997015,-1.72106,-0.0401181,1.66786,2107.14,1852.82,80.6561,1.00127
y_rep[14],0.0925002,0.0224947,0.99572,0.957974,-1.54914,0.0611193,1.74165,1958.39,1889.72,74.9622,0.999641
y_rep[15],-0.0495501,0.0212619,0.982788,1.0017,-1.64825,-0.0373393,1.55125,2130.88,1926.12,81.5647,1.00089
y_rep[16],-0.00619292,0.0222619,1.02357,1.03742,-1.66009,0.0106685,1.67881,2108.98,1884.23,80.7267,0.999371
y_rep[17],0.0108805,0.0207104,0.96997,0.957998,-1.54329,0.0202347,1.56078,2187.09,1724.77,83.7165,1.00027
y_rep[18],-0.0162713,0.0242459,1.00211,1.00495,-1.66305,-0.0160149,1.64338,1713.53,1796.35,65.5898,0.999433
y_rep[19],-0.0140496,0.022076,0.997072,0.989819,-1.67396,0.00861302,1.60028,2048.49,2076.73,78.4112,0.999536
y_rep[20],0.0350658,0.0246344,1.01304,1.01702,-1.61743,0.0289085,1.75219,1728.11,1815.36,66.1477,0.999478
y_rep[21],0.0453966,0.0217857,0.978866,0.97418,-1.5438,0.0327648,1.62083,2033.27,1666.63,77.8286,0.999099
y_rep[22],-0.0388798,0.0218401,1.01066,1.03699,-1.69943,-0.0321819,1.60683,2139.07,1764.26,81.8784,0.999252
y_rep[23],0.139225,0.0218871,1.01087,0.985808,-1.49888,0.119781,1.81205,2135.9,1822.0,81.7571,1.00205
y_rep[24],0.0634886,0.022997,0.996757,1.02538,-1.56828,0.0679406,1.73592,1886.02,1815.39,72.1921,1.00199
y_rep[25],0.0727948,0.0224848,0.984199,0.973272,-1.55713,0.061591,1.70849,1943.88,2007.96,74.407,1.00042
y_rep[26],0.0058235,0.0220981,0.999877,1.00531,-1.58536,0.00797888,1.59718,2050.31,1821.11,78.4809,1.00131
y_rep[27],-0.0113192,0.0241643,1.02013,1.00721,-1.67834,-0.0137737,1.6549,1793.69,1614.2,68.6578,1.0006
y_rep[28],-0.0399702,0.0236701,1.02345,1.03474,-1.71922,-0.0389119,1.65058,1870.98,1781.33,71.6165,1.0001
y_rep[29],0.00234662,0.0230997,1.02556,1.02061,-1.73601,0.00627793,1.60896,1979.34,1943.68,75.7643,1.00164
y_rep[30],0.056792,0.0226737,1.0369,1.03306,-1.68808,0.0723391,1.69182,2097.26,2007.74,80.2777,0.999571
y_rep[31],0.0293323,0.0220399,1.01205,1.00151,-1.64221,0.0132574,1.73573,2114.74,1866.83,80.947,0.999318
y_rep[32],-0.00518917,0.023094,1.01773,1.03052,-1.6623,0.0105939,1.67489,1972.41,1968.44,75.4989,1.00053
y_rep[33],-0.0166988,0.0234298,1.00731,1.0267,-1.60666,-0.0582509,1.723,1856.33,2029.92,71.0559,0.999363
y_rep[34],0.0582367,0.0221585,0.989447,1.02043,-1.44754,0.0371041,1.70095,1984.6,1964.26,75.9654,0.999836
y_rep[35],0.0392382,0.0218897,0.992938,1.00797,-1.63414,0.0325441,1.68565,2059.59,2031.8,78.836,1.00007
y_rep[36],-0.0242722,0.0239865,1.01874,1.00762,-1.70695,-0.0477803,1.67701,1820.83,1780.2,69.6968,1.00044
y_rep[37],0.024715,0.0230082,1.01461,1.02482,-1.63568,0.0295579,1.71121,1968.08,2005.11,75.3333,1.00038
y_rep[38],-0.00210441,0.0237289,1.01615,1.00099,-1.71516,-0.0353687,1.70773,1853.52,1899.89,70.9483,0.99987
y_rep[39],0.102822,0.0222576,1.01123,0.991991,-1.56467,0.0824481,1.77581,2061.71,2091.1,78.9172,1.0027
y_rep[40],0.0776956,0.0235835,1.02123,1.04282,-1.59634,0.0982738,1.76007,1894.09,1469.14,72.5012,1.00021
y_rep[41],0.0613754,0.0222461,1.00612,0.977604,-1.59572,0.0831984,1.6949,2047.3,1965.76,78.3654,1.00225
y_rep[42],-0.00113505,0.0242321,1.00513,1.02168,-1.60087,0.000587831,1.62133,1722.29,1910.79,65.9252,1.0011
y_rep[43],-0.0205963,0.0225088,1.01877,1.05207,-1.69152,-0.0175847,1.61438,2043.9,1849.2,78.2354,1.00055
y_rep[44],-0.00913025,0.0227698,1.01288,0.986619,-1.61244,-0.00487427,1.54639,1935.35,2049.49,74.0803,0.9995
y_rep[45],0.0499672,0.0225611,0.993281,0.995891,-1.57902,0.0414843,1.65149,1938.64,1935.12,74.2065,0.999506
y_rep[46],-0.0894479,0.0234049,1.02407,0.9957,-1.83466,-0.0927683,1.56172,1931.93,2028.76,73.9495,1.00037
y_rep[47],0.016474,0.0222009,0.997893,0.984103,-1.60007,0.033975,1.63741,2020.33,1774.07,77.3333,1.00053
y_rep[48],0.00265229,0.0222043,1.00197,0.984733,-1.67303,0.0243856,1.68988,2039.85,1939.58,78.0804,0.999648
y_rep[49],0.0180902,0.0221803,0.974087,0.969214,-1.58094,0.0466977,1.57313,1936.69,2027.72,74.1315,1.00092
y_rep[50],-0.00883033,0.0224566,1.00252,1.00681,-1.68968,-0.00864467,1.64463,1994.84,1870.06,76.3576,0.999703
y_rep[51],-0.00856632,0.0222232,1.01803,1.01898,-1.71473,-0.0147429,1.60374,2104.65,1914.45,80.5609,1.00063
y_rep[52],-0.0425553,0.0245131,0.989091,1.02528,-1.60436,-0.069568,1.5928,1622.63,1771.59,62.1101,1.00029
y_rep[53],0.027706,0.0218461,1.00062,0.979308,-1.66433,0.00624724,1.65668,2104.07,1724.99,80.5386,1.00127
y_rep[54],-0.0337693,0.0224731,1.00449,0.984921,-1.72622,0.00448557,1.59809,1994.12,1725.7,76.3301,0.999461
y_rep[55],0.0979011,0.0223462,1.00272,1.01449,-1.58789,0.123067,1.75814,2015.74,1703.25,77.1576,1.00101
y_rep[56],-0.0378594,0.0230572,1.00632,1.00375,-1.69191,-0.0213903,1.59081,1916.48,1948.72,73.3581,1.0
y_rep[57],-0.0252597,0.0228542,0.998554,1.01115,-1.6432,-0.0444948,1.63669,1910.73,1807.01,73.1379,1.00003
y_rep[58],0.0446033,0.0240277,0.985433,0.971543,-1.5653,0.0287667,1.63158,1701.42,1941.1,65.126,1.00099
y_rep[59],-0.022256,0.0229189,0.998195,1.01171,-1.66747,-0.0245632,1.61415,1901.68,1835.17,72.7915,1.00027
y_rep[60],-0.039937,0.0222647,1.02132,0.964218,-1.7389,-0.047485,1.66857,2112.14,1742.89,80.8474,0.999809
y_rep[61],-0.0299657,0.0221492,0.990437,0.979074,-1.73903,-0.011027,1.56583,2008.86,2027.08,76.8941,1.00076
y_rep[62],0.0489402,0.0227894,1.00161,0.976535,-1.52259,0.0230666,1.68139,1934.31,1644.38,74.0406,0.999431
y_rep[63],0.00897175,0.0225941,0.998835,0.984165,-1.6131,0.0208796,1.6148,1950.75,1887.52,74.6698,0.999943
y_rep[64],0.112933,0.0233013,1.0351,1.028,-1.56732,0.11581,1.80575,1979.03,2006.27,75.7525,0.999512
y_rep[65],-0.0534698,0.0220944,0.99004,0.981149,-1.69816,-0.0452951,1.57117,2008.77,2008.3,76.8905,0.999594
y_rep[66],-0.0844533,0.022223,1.01151,0.998965,-1.70279,-0.0962777,1.62644,2069.95,1970.31,79.2326,1.00036
y_rep[67],0.0206225,0.0251331,1.04139,1.0422,-1.70555,0.0146806,1.72778,1710.71,1649.83,65.4816,0.999951
y_rep[68],-0.0284713,0.0224881,0.992363,0.957008,-1.65157,0.012591,1.57343,1958.59,1925.0,74.9701,1.00048
y_rep[69],0.0659382,0.0220334,0.987448,0.991384,-1.59489,0.0408792,1.73952,2023.4,1957.47,77.4508,1.00017
y_rep[70],0.0875812,0.0233131,1.00441,1.0043,-1.56991,0.105625,1.72806,1862.29,1751.9,71.2837,1.00069
y_rep[71],-0.051049,0.0252387,0.993588,0.986211,-1.68065,-0.0858989,1.57039,1594.47,1942.56,61.0323,1.00164
y_rep[72],0.00748476,0.0225368,1.00124,1.01974,-1.63635,0.0327618,1.64941,1978.49,2002.2,75.7317,1.00115
y_rep[73],-0.0370197,0.0227623,1.00939,1.03711,-1.64229,-0.053953,1.66969,1978.9,1913.79,75.7474,1.00035
y_rep[74],0.0466491,0.0227352,0.99987,1.01363,-1.60273,0.0746058,1.68133,1940.98,1924.75,74.2959,1.0018
y_rep[75],0.0459828,0.0218935,0.972756,0.989245,-1.5505,0.0613857,1.62543,1977.1,1888.1,75.6784,0.999587
y_rep[76],0.116652,0.0222659,0.976735,0.982002,-1.49089,0.141755,1.73928,1938.58,1895.86,74.2041,1.00007
y_rep[77],0.13383,0.022276,0.998419,0.965957,-1.48624,0.104378,1.76448,2037.11,1813.02,77.9753,1.00089
y_rep[78],-0.0220547,0.0230691,0.997146,1.00744,-1.6587,-0.0286155,1.59805,1880.66,1890.58,71.987,1.0
y_rep[79],-0.0198079,0.0230045,0.996135,1.00777,-1.63461,-0.0407155,1.68272,1875.3,1961.96,71.7818,1.00119
y_rep[80],0.0662027,0.0244109,1.0174,0.999228,-1.62043,0.0764724,1.74367,1739.93,1813.02,66.6001,0.999805
y_rep[81],-0.0725615,0.0220747,1.0148,1.03717,-1.75475,-0.0828327,1.60426,2140.07,1965.54,81.9164,1.002
y_rep[82],-0.0274278,0.0231118,0.983543,0.989853,-1.65095,-0.0298339,1.58011,1845.63,1689.22,70.6462,1.00138
y_rep[83],-0.0500505,0.0232352,1.02325,0.983336,-1.69257,-0.066883,1.66136,1993.18,1728.87,76.2938,1.00098
y_rep[84],-0.0437979,0.0227996,0.99481,0.98438,-1.66005,-0.0478675,1.59608,1910.23,1781.32,73.1189,1.00038
y_rep[85],0.0222376,0.0219384,1.01333,1.04572,-1.62858,0.0276416,1.63082,2140.43,1857.15,81.9305,1.00015
y_rep[86],0.0409493,0.0233936,0.9989,0.990468,-1.58511,0.0448839,1.65921,1841.68,1942.09,70.495,1.00158
y_rep[87],-0.040149,0.0238564,1.00629,1.0518,-1.65425,-0.0470173,1.61919,1816.52,2007.06,69.532,1.00041
y_rep[88],-0.095566,0.0219365,1.01241,1.02121,-1.72988,-0.0845755,1.53252,2141.67,2005.08,81.9778,1.00115
y_rep[89],-0.0284904,0.024124,1.00567,1.00576,-1.65839,-0.0432247,1.60887,1752.43,1920.54,67.0788,0.999772
y_rep[90],-0.0885515,0.0235897,0.99842,0.995052,-1.728,-0.110936,1.58717,1810.04,1869.75,69.284,0.999746
y_rep[91],0.00774371,0.0238224,1.03291,1.02157,-1.73146,0.0536741,1.66692,1911.97,1572.33,73.1853,0.999999
y_rep[92],-0.0168597,0.0231608,0.982209,0.974112,-1.63129,-0.0216887,1.58461,1835.75,1864.81,70.2678,1.00045
y_rep[93],0.131744,0.0226817,1.00993,0.977131,-1.48441,0.129855,1.84817,1949.75,1851.27,74.6314,1.00275
y_rep[94],0.0153808,0.0226231,1.00553,1.03416,-1.66239,0.0361948,1.61201,1979.31,1885.15,75.7631,1.00175
y_rep[95],-0.121657,0.0227278,1.01273,0.991122,-1.74776,-0.144973,1.52626,1983.67,2006.72,75.9299,1.00021
y_rep[96],0.0259006,0.0221826,1.00905,1.01985,-1.61953,0.0396041,1.66912,2077.98,1688.88,79.5399,1.00054
y_rep[97],-0.00836264,0.0230885,0.995969,1.00346,-1.68426,0.0169284,1.69366,1867.12,1994.89,71.4689,0.999772
y_rep[98],0.0542433,0.023653,1.02772,1.0155,-1.59254,0.058307,1.72763,1896.62,1860.51,72.5979,1.00396
y_rep[99],0.0204332,0.0221317,0.987875,1.00534,-1.5878,-0.00019634,1.61401,2005.5,2028.81,76.7656,1.00136
y_rep[100],0.10328,0.0221048,0.99954,1.00919,-1.56292,0.121649,1.75182,2042.83,1925.72,78.1946,1.00183
y_rep[101],0.109424,0.0235942,1.01759,1.02587,-1.51789,0.0589288,1.82312,1867.33,1963.29,71.4767,0.999648
y_rep[102],-0.0344826,0.0219823,1.00034,1.04732,-1.67411,-0.0361144,1.61729,2081.0,2003.56,79.6556,1.00127
y_rep[103],-0.0674128,0.0214053,1.00893,1.01551,-1.7657,-0.0629939,1.54956,2230.59,1938.78,85.3814,0.99984
y_rep[104],0.0476852,0.0229606,1.02843,1.01856,-1.61525,0.0267736,1.72024,2007.99,1887.81,76.8608,1.00062
y_rep[105],-0.0137637,0.0232061,1.0183,1.04358,-1.69013,-0.00860318,1.63055,1930.18,1890.57,73.8823,0.999675
y_rep[106],-0.0307127,0.0225925,1.01189,1.02749,-1.64922,-0.0156296,1.60111,2010.45,1625.93,76.955,1.00056
y_rep[107],-0.0688175,0.02349,0.999293,0.985053,-1.79075,-0.0621343,1.54127,1817.5,1881.65,69.5693,1.00119
y_rep[108],-0.0835211,0.0229529,1.00898,1.01024,-1.65667,-0.111618,1.60273,1950.62,1887.03,74.6649,1.00102
y_rep[109],0.16042,0.0214764,0.99014,1.00887,-1.45626,0.19277,1.76136,2136.7,1865.4,81.7875,1.00015
y_rep[110],-0.0217057,0.0224262,1.00808,0.997239,-1.67432,-0.0272167,1.6599,2021.85,1814.15,77.3913,1.0001
y_rep[111],0.111965,0.0215315,1.00093,0.997964,-1.52983,0.0967322,1.78129,2167.09,1923.46,82.9507,0.999794
y_rep[112],0.0635973,0.0232503,1.04222,1.0074,-1.66637,0.00655332,1.86356,1997.5,1924.07,76.4591,0.999935
y_rep[113],-0.0879507,0.0235558,0.994101,0.991654,-1.7714,-0.0823219,1.53379,1794.24,1606.3,68.679,0.99934
y_rep[114],0.0672589,0.0234891,0.998635,1.02469,-1.5748,0.0834977,1.70398,1832.23,1966.73,70.133,0.999295
y_rep[115],0.051205,0.0231091,0.995486,1.00779,-1.61393,0.050459,1.72084,1873.17,1794.91,71.7004,0.999596
y_rep[116],-0.159642,0.0229182,0.999471,0.991912,-1.84471,-0.149127,1.42826,1902.96,2142.69,72.8405,0.999373
y_rep[117],-0.0383005,0.0234277,0.996011,0.940644,-1.68908,-0.0343448,1.59233,1808.98,1956.22,69.2432,1.00141
y_rep[118],0.0296927,0.0229337,1.0013,1.01457,-1.63241,0.0417626,1.66858,1923.03,1840.04,73.6087,1.00018
y_rep[119],0.0505276,0.0225036,0.995227,1.00384,-1.57757,0.0547619,1.78176,1955.52,1813.91,74.8525,1.00086
y_rep[120],-0.0497153,0.0233498,0.995558,0.988908,-1.69418,-0.0331863,1.54392,1839.88,1671.88,70.4259,1.00055
y_rep[121],-0.0627258,0.0225438,0.989798,0.99571,-1.69338,-0.0630068,1.55421,1930.8,1926.53,73.9061,0.99953
y_rep[122],0.0315935,0.0243443,1.02361,1.03622,-1.62999,0.0278819,1.72226,1800.73,1823.91,68.9273,1.00127
y_rep[123],0.043232,0.0221788,0.994341,1.01266,-1.59947,0.0438712,1.67294,2015.12,1888.2,77.1338,1.00087
y_rep[124],0.0549883,0.0213052,0.9844,0.997455,-1.48308,0.0701677,1.69448,2156.68,1971.68,82.5522,1.00376
y_rep[125],0.103013,0.025079,1.01951,1.01577,-1.55015,0.124716,1.75319,1656.59,1920.84,63.4102,1.00009
y_rep[126],-0.0611183,0.022788,1.01306,1.03628,-1.71497,-0.0804282,1.56623,1980.77,2004.01,75.819,0.999912
y_rep[127],0.0543633,0.0230073,1.00912,1.01454,-1.57342,0.0490355,1.74069,1953.98,1850.71,74.7933,1.00166
y_rep[128],-0.0286727,0.0224142,1.03365,1.04239,-1.73982,-0.0138034,1.69387,2128.11,1962.54,81.4588,1.00033
y_rep[129],0.0172214,0.022286,0.992374,0.996496,-1.62339,-0.0256482,1.64015,1987.46,2003.75,76.0751,0.999982
y_rep[130],0.053347,0.0218428,1.02409,1.03215,-1.62915,0.0720032,1.72339,2205.74,2093.68,84.4303,1.00103
y_rep[131],-0.0170398,0.0237299,1.00985,0.971001,-1.69002,-0.0243588,1.63736,1815.87,1964.47,69.5069,0.999535
y_rep[132],-0.0070373,0.0240694,1.02452,1.00949,-1.69037,0.0173864,1.60466,1823.28,1670.5,69.7908,0.999532
y_rep[133],-0.0527499,0.0235098,0.990257,0.985789,-1.735,-0.0410345,1.54341,1778.09,2006.04,68.061,1.0006
y_rep[134],-0.0441929,0.0218463,0.995998,1.02614,-1.69952,-0.0117163,1.56572,2071.93,1962.2,79.3082,1.00036
y_rep[135],-0.0293477,0.0234252,1.01295,1.0287,-1.66492,-0.038125,1.66372,1903.27,1929.56,72.8524,1.0015
y_rep[136],0.0133982,0.0233832,1.02786,1.07998,-1.64795,0.0387371,1.66554,1956.78,1763.46,74.9005,1.00066
y_rep[137],-0.0107386,0.0217629,0.99846,0.986405,-1.64027,-0.0117861,1.58428,2111.59,2095.82,80.8265,0.999383
y_rep[138],0.0900702,0.0227912,1.01187,0.996436,-1.63484,0.0963943,1.75639,1973.34,1786.57,75.5344,1.00007
y_rep[139],-0.0345048,0.0231282,0.994751,1.0172,-1.66398,-0.0297359,1.61884,1908.38,1891.53,73.0481,0.9995
y_rep[140],-0.0799051,0.0239298,1.03926,1.07413,-1.80083,-0.0897771,1.63504,1903.55,1857.6,72.8631,1.00051
y_rep[141],-0.103994,0.0220562,0.987157,0.96362,-1.75369,-0.0713701,1.49954,2012.49,1922.13,77.0329,1.00173
y_rep[142],-0.00391145,0.0229856,1.01021,0.985172,-1.60149,0.0119516,1.69307,1937.21,1820.09,74.1516,1.00032
y_rep[143],-0.0486607,0.0232674,1.03097,1.04507,-1.72895,-0.0178414,1.65864,1978.0,1918.01,75.7131,1.00019
y_rep[144],-0.056902,0.0215623,0.999082,1.00057,-1.73759,-0.040734,1.59303,2155.8,1962.06,82.5188,1.00162
y_rep[145],-0.0393569,0.0233487,1.00661,1.00414,-1.65455,-0.0631104,1.66637,1873.27,1899.57,71.7043,0.999823
y_rep[146],-0.00717455,0.0226669,1.00693,1.00224,-1.73971,-0.00531054,1.60573,1977.0,2005.81,75.6748,1.00128
y_rep[147],-0.0557178,0.0233171,1.00893,1.02583,-1.6943,-0.0607451,1.56379,1893.3,1821.42,72.4706,1.00058
y_rep[148],0.0274465,0.0230582,1.01367,1.01795,-1.58192,-0.0164141,1.67063,1945.12,2008.3,74.4544,1.00409
y_rep[149],-0.0470201,0.0244656,1.03859,1.0564,-1.77283,-0.0247216,1.53712,1745.29,1810.76,66.8055,0.999962
y_rep[150],0.0686426,0.0235527,1.03184,1.03795,-1.59836,0.0682555,1.74613,1918.53,1930.94,73.4364,1.00037
y_rep[151],-0.0638492,0.0228491,1.02595,1.02946,-1.76326,-0.0876912,1.6014,2023.76,1876.27,77.4644,0.999816
y_rep[152],-0.0551266,0.0220163,0.971212,0.982638,-1.65622,-0.0476733,1.51232,1957.69,1799.33,74.9355,1.00107
y_rep[153],0.0779496,0.0230258,0.978408,0.966154,-1.52841,0.0840898,1.7222,1815.5,1791.21,69.4927,0.99981
y_rep[154],0.0107334,0.023644,1.03151,1.01053,-1.70314,0.0244074,1.72773,1907.42,1783.94,73.0112,1.00402
y_rep[155],-0.0485448,0.0236828,1.03114,1.06812,-1.77598,-0.0401023,1.5885,1917.51,2005.81,73.3975,1.00016
y_rep[156],7.71255e-05,0.0233047,1.01436,1.02228,-1.70481,0.00951893,1.63976,1953.41,1894.88,74.7716,1.00096
y_rep[157],0.018907,0.0228151,1.01411,0.995993,-1.64525,0.0213455,1.67864,1976.13,1964.45,75.6414,1.00101
y_rep[158],0.0495258,0.0229513,0.999542,1.02835,-1.56704,0.0378369,1.66358,1914.36,1966.62,73.2769,0.99984
y_rep[159],-0.0273822,0.0230713,1.02833,1.00727,-1.72624,-0.0349465,1.68267,2003.71,1913.88,76.6972,1.00149
y_rep[160],-0.110234,0.023245,1.00672,1.04335,-1.75089,-0.108165,1.44336,1878.68,1853.56,71.9111,1.0006
y_rep[161],0.0238848,0.0222228,0.986724,0.954376,-1.61985,0.0283702,1.62934,1970.28,2021.42,75.4173,0.999782
y_rep[162],0.0158777,0.0250238,1.01509,0.989563,-1.66338,0.0199419,1.64539,1699.32,1885.05,65.0458,1.00108
y_rep[163],-0.0282642,0.0234644,1.0327,1.02282,-1.77571,-0.0184956,1.64133,1946.2,2093.18,74.4957,0.99983
y_rep[164],0.017908,0.0226583,1.00904,0.999651,-1.64814,0.0263488,1.64363,1979.81,1886.79,75.7821,0.999896
y_rep[165],-0.0669393,0.0238202,0.988963,0.973053,-1.66991,-0.0503034,1.52541,1807.88,1949.75,69.2013,1.00147
y_rep[166],0.0776042,0.0232844,1.01018,1.03275,-1.61008,0.0877687,1.74391,1882.87,1922.66,72.0716,1.00152
y_rep[167],-0.0944185,0.0222245,0.984673,0.976658,-1.72297,-0.118059,1.56488,1964.31,1825.44,75.1891,1.00075
y_rep[168],0.0733437,0.0226625,0.985631,0.977648,-1.53721,0.0811411,1.68143,1895.4,1851.63,72.5513,0.999796
y_rep[169],-0.0483174,0.0222606,0.987593,0.984712,-1.75809,-0.0174872,1.57451,1962.87,1837.69,75.134,1.00055
y_rep[170],0.0612848,0.0219396,0.992304,1.03872,-1.51616,0.0449639,1.71842,2060.63,1927.17,78.8757,1.00107
y_rep[171],0.0309803,0.0222349,0.994704,0.987485,-1.59981,0.0377949,1.63342,2025.45,1788.15,77.5294,0.999882
y_rep[172],-0.0323985,0.022735,1.01708,1.00856,-1.64932,-0.0502614,1.71325,2004.31,1981.47,76.72,0.999847
y_rep[173],-0.0870477,0.024144,1.02449,1.05711,-1.75073,-0.100678,1.55355,1802.34,1676.85,68.989,1.0014
y_rep[174],-0.0659811,0.022897,1.0156,0.959316,-1.78064,-0.0632856,1.61984,1976.75,2015.6,75.665,1.00029
y_rep[175],0.0173631,0.0220575,1.00499,0.995084,-1.58318,0.00173955,1.64632,2089.07,1933.74,79.9645,1.00011
y_rep[176],-0.149166,0.0230004,1.0236,0.985041,-1.87851,-0.130278,1.52196,1999.13,2066.08,76.5217,0.999685
y_rep[177],-0.101102,0.0225644,1.01595,1.0366,-1.74674,-0.104673,1.5861,2022.01,1893.36,77.3973,0.999409
y_rep[178],-0.0223037,0.0224162,1.0186,1.00559,-1.70551,-0.0147534,1.63801,2064.81,1926.63,79.0358,0.999715
