,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
y_pred[910],2.00541,0.248233,0.784981,0.891724,0.911302,2.12953,2.96318,5.0,5.0,357.143,1.18184
y_pred[911],1.60602,0.240838,0.761596,0.380465,0.841463,1.35519,2.86067,5.0,5.0,357.143,0.905851
y_pred[912],1.72223,0.330027,1.04364,0.617185,0.0912124,2.0774,2.75542,5.0,5.0,357.143,0.96293
y_pred[913],1.81799,0.245083,0.77502,0.817563,0.654091,1.73469,2.82745,5.0,5.0,357.143,0.945309
y_pred[914],1.44753,0.352366,1.11428,1.16265,0.383636,1.19569,3.11096,5.0,5.0,357.143,1.02456
y_pred[915],1.95176,0.202786,0.641265,0.623844,0.958733,2.04256,2.75786,5.0,5.0,357.143,1.12114
y_pred[916],1.84121,0.355894,0.903101,0.506012,0.353978,1.99643,2.90441,5.0,5.0,357.143,2.082
y_pred[917],2.31156,0.276094,0.873087,1.0063,1.13038,2.33891,3.4517,5.0,5.0,357.143,1.0093
y_pred[918],2.02298,0.340252,1.07597,1.04058,0.670309,2.03086,3.52281,5.0,5.0,357.143,0.913955
y_pred[919],1.85355,0.321049,1.01524,1.44772,0.68378,1.7983,3.17038,5.0,5.0,357.143,0.940624
y_pred[920],1.89144,0.253159,0.800561,1.15275,0.903405,1.95551,2.9332,5.0,5.0,357.143,1.10712
y_pred[921],2.12638,0.39085,1.23598,1.4689,0.453796,2.30901,3.82045,5.0,5.0,357.143,0.969542
y_pred[922],2.22966,0.502113,1.24362,1.06977,0.546796,2.25247,4.08851,5.0,5.0,357.143,1.4296
y_pred[923],1.50912,0.27505,0.869783,0.789398,0.231887,1.66063,2.66214,5.0,5.0,357.143,1.02346
y_pred[924],1.63531,0.207681,0.656744,0.864016,0.73044,1.71712,2.4421,5.0,5.0,357.143,0.901249
y_pred[925],2.0739,0.133472,0.422077,0.425191,1.44609,2.12871,2.59112,5.0,5.0,357.143,1.0093
y_pred[926],1.62842,0.394423,1.13604,0.776899,-0.0633226,1.75475,3.24322,5.0,5.0,357.143,1.4156
y_pred[927],1.86995,0.311836,0.957818,1.15735,0.582575,1.77837,3.16805,5.0,5.0,357.143,1.18184
y_pred[928],2.08543,0.359548,1.13699,1.40855,0.864419,1.8204,3.50888,5.0,5.0,357.143,0.916242
y_pred[929],2.26058,0.345954,1.094,1.3346,0.848584,2.23528,3.74134,5.0,5.0,357.143,0.941895
y_pred[930],1.85314,0.281328,0.889637,0.696449,0.47354,2.07238,2.80276,5.0,5.0,357.143,0.995182
y_pred[931],2.64989,0.230557,0.729084,0.829034,1.64431,2.59362,3.53724,5.0,5.0,357.143,1.0093
y_pred[932],1.67243,0.265544,0.839723,0.86447,0.565863,1.72931,2.89596,5.0,5.0,357.143,1.03528
y_pred[933],2.18937,0.272256,0.736224,1.15618,1.29602,2.12336,3.17365,5.0,5.0,357.143,1.44339
y_pred[934],2.32235,0.424585,1.34266,1.32058,0.419978,2.45655,3.98181,5.0,5.0,357.143,0.945309
y_pred[935],1.99057,0.23781,0.752021,0.785411,0.958862,1.97718,2.90979,5.0,5.0,357.143,1.07282
y_pred[936],2.76536,0.475704,1.08856,1.12387,1.17127,3.05278,3.83559,5.0,5.0,357.143,1.78943
y_pred[937],1.92511,0.41983,1.32762,0.698836,-0.0336382,1.85667,3.71613,5.0,5.0,357.143,0.940624
y_pred[938],1.86742,0.635497,1.66759,1.45518,-0.904754,2.45072,3.53822,5.0,5.0,357.143,1.10712
y_pred[939],2.02666,0.321073,1.01532,1.1187,0.616098,2.0565,3.29425,5.0,5.0,357.143,1.0018
y_pred[940],1.95316,0.322079,0.881374,0.720373,0.646125,2.07348,3.20271,5.0,5.0,357.143,1.0072
y_pred[941],2.26468,0.313731,0.992105,0.500497,0.663151,2.77113,3.10972,5.0,5.0,357.143,1.10712
y_pred[942],1.95167,0.271844,0.859646,1.04408,0.911077,1.8043,3.14191,5.0,5.0,357.143,0.935851
y_pred[943],1.55705,0.346754,1.09653,1.29387,-0.0966533,1.78124,2.81624,5.0,5.0,357.143,0.914508
y_pred[944],2.52413,0.333351,1.05415,1.25417,1.22,2.36784,3.97251,5.0,5.0,357.143,0.914765
y_pred[945],2.37052,0.266843,0.843833,0.502645,1.08842,2.39771,3.47149,5.0,5.0,357.143,1.05408
y_pred[946],1.74691,0.318645,1.00764,0.916671,0.450536,1.74634,3.21966,5.0,5.0,357.143,1.0093
y_pred[947],1.89401,0.236445,0.747705,0.608749,1.2118,1.65382,3.10215,5.0,5.0,357.143,0.932323
y_pred[948],1.44912,0.430764,1.29147,1.27434,-0.00939215,1.44865,3.33792,5.0,5.0,357.143,1.10397
y_pred[949],1.59269,0.324401,1.02585,0.63709,-0.0551181,1.76683,2.85372,5.0,5.0,357.143,0.971449
y_pred[950],2.46195,0.367984,1.16367,1.30414,0.940925,2.68868,3.95359,5.0,5.0,357.143,0.973134
y_pred[951],1.36397,0.334806,0.972472,0.990519,-0.234655,1.60202,2.32389,5.0,5.0,357.143,0.995182
y_pred[952],2.21345,0.278135,0.778162,0.87349,1.10137,2.49714,3.17008,5.0,5.0,357.143,1.05
y_pred[953],1.36093,0.339472,1.07351,1.18079,-0.176107,1.36061,2.68236,5.0,5.0,357.143,0.974576
y_pred[954],1.85304,0.297767,0.94162,0.5412,1.03313,1.52482,3.54734,5.0,5.0,357.143,2.15048
y_pred[955],1.59838,0.32167,1.01721,1.11427,0.0976162,1.811,2.87829,5.0,5.0,357.143,0.901743
y_pred[956],1.84541,0.364044,1.15121,0.929767,0.127756,1.99376,3.24745,5.0,5.0,357.143,1.05945
y_pred[957],2.15128,0.39142,1.23778,1.27892,0.582807,2.1689,3.81864,5.0,5.0,357.143,1.18184
y_pred[958],2.073,0.278684,0.881278,1.00501,0.643287,2.09794,2.99802,5.0,5.0,357.143,1.21289
y_pred[959],2.19072,0.268521,0.773554,0.598534,1.33785,2.15673,3.38188,5.0,5.0,357.143,1.21289
y_pred[960],2.08528,0.444068,1.40427,1.07603,-0.0466426,2.30832,3.76793,5.0,5.0,357.143,1.10712
y_pred[961],0.557169,0.216913,0.685938,0.454003,-0.535706,0.789127,1.27765,5.0,5.0,357.143,0.895355
y_pred[962],0.759722,0.353925,1.11921,0.879388,-0.938971,0.999136,2.11232,5.0,5.0,357.143,0.940624
y_pred[963],0.619766,0.229083,0.724425,0.886395,-0.308581,0.576056,1.64157,5.0,5.0,357.143,0.986468
y_pred[964],0.537292,0.284714,0.876527,0.791305,-0.295569,0.366255,1.93832,5.0,5.0,357.143,1.82787
y_pred[965],0.784686,0.309548,0.978877,1.09917,-0.352666,0.612121,2.23314,5.0,5.0,357.143,1.30127
y_pred[966],0.996416,0.371211,0.993836,1.09638,-0.538053,1.09428,2.1328,5.0,5.0,357.143,1.26581
y_pred[967],0.792998,0.29539,0.875074,0.929798,-0.464743,0.801631,1.87362,5.0,5.0,357.143,0.913955
y_pred[968],0.978506,0.315274,0.996984,0.932605,-0.125103,0.667774,2.59259,5.0,5.0,357.143,1.18499
y_pred[969],0.715439,0.347142,1.09776,1.13605,-0.748276,1.01666,1.95896,5.0,5.0,357.143,1.21289
y_pred[970],0.641322,0.275851,0.872316,0.836305,-0.738347,0.623931,1.69486,5.0,5.0,357.143,0.940624
y_pred[971],0.704213,0.342394,1.08274,0.762666,-0.30898,0.355634,2.36334,5.0,5.0,357.143,0.956389
y_pred[972],0.804535,0.351768,1.11239,0.703192,-0.223284,0.251027,2.59195,5.0,5.0,357.143,1.0072
y_pred[973],0.532576,0.265466,0.839478,1.17077,-0.479441,0.670311,1.8039,5.0,5.0,357.143,1.21712
y_pred[974],0.114812,0.412995,1.30601,1.42969,-1.90042,0.160053,1.48125,5.0,5.0,357.143,1.13188
y_pred[975],0.025006,0.261078,0.825602,1.03921,-0.981949,-0.030767,1.11663,5.0,5.0,357.143,0.956389
y_pred[976],0.760728,0.319271,1.00962,0.947129,-0.692969,0.956247,2.03944,5.0,5.0,357.143,0.914765
y_pred[977],-0.189572,0.394326,1.24697,0.964195,-2.3335,0.285253,0.995837,5.0,5.0,357.143,1.0093
y_pred[978],1.11795,0.288916,0.913633,0.91596,0.10098,0.905195,2.44382,5.0,5.0,357.143,0.969542
y_pred[979],0.483501,0.291379,0.83817,1.10438,-0.611369,0.35161,1.59554,5.0,5.0,357.143,1.4296
y_pred[980],0.22809,0.450114,1.30397,0.836259,-1.52897,0.28194,2.06209,5.0,5.0,357.143,1.05945
y_pred[981],0.319687,0.237978,0.752551,0.739949,-0.602855,0.326275,1.39795,5.0,5.0,357.143,1.30127
y_pred[982],0.535709,0.299112,0.945874,1.06574,-0.602478,0.399572,1.89686,5.0,5.0,357.143,2.15048
y_pred[983],0.284585,0.314054,0.993127,0.579565,-1.14011,0.845913,1.24492,5.0,5.0,357.143,0.921397
y_pred[984],0.843782,0.277775,0.878401,0.835814,-0.571264,0.99562,1.80719,5.0,5.0,357.143,0.913955
y_pred[985],0.692902,0.308319,0.974989,0.973383,-0.435885,0.711132,2.05648,5.0,5.0,357.143,0.940624
y_pred[986],0.542135,0.299295,0.946455,0.748619,-0.74401,0.478856,1.93142,5.0,5.0,357.143,1.0093
y_pred[987],0.363309,0.381104,1.20516,1.08599,-1.31799,0.3798,1.99269,5.0,5.0,357.143,0.895497
y_pred[988],0.980943,0.329005,1.0404,1.0942,-0.534645,1.16873,2.14783,5.0,5.0,357.143,0.932323
y_pred[989],0.964064,0.297907,0.942065,0.889697,-0.0925606,0.803328,2.29049,5.0,5.0,357.143,0.956389
y_pred[990],0.364023,0.270715,0.856075,0.965908,-0.747322,0.24928,1.56917,5.0,5.0,357.143,1.07282
y_pred[991],0.525701,0.4087,1.29242,0.745179,-0.983614,0.316075,2.42946,5.0,5.0,357.143,0.961878
y_pred[992],0.726713,0.288643,0.912768,0.733174,-0.558609,0.646655,2.00561,5.0,5.0,357.143,1.0093
y_pred[993],0.0729744,0.417771,1.32111,1.41548,-1.75756,0.119243,1.8225,5.0,5.0,357.143,0.974576
y_pred[994],0.592374,0.391595,0.874657,0.754713,-0.621601,0.624431,1.86064,5.0,5.0,357.143,1.58204
y_pred[995],0.673767,0.245772,0.777199,0.750243,-0.504976,0.739802,1.65008,5.0,5.0,357.143,1.44339
y_pred[996],0.792557,0.136429,0.431427,0.344881,0.105425,0.892783,1.27393,5.0,5.0,357.143,1.30127
y_pred[997],0.0420596,0.415185,1.31293,0.511652,-1.06927,-0.722413,2.03054,5.0,5.0,357.143,1.30127
y_pred[998],1.03675,0.455103,1.43916,1.13233,-0.530829,0.938283,3.18947,5.0,5.0,357.143,1.4156
y_pred[999],1.09335,0.215573,0.681703,0.619566,0.0579968,1.27125,1.75229,5.0,5.0,357.143,1.05945
y_pred[1000],0.851739,0.334166,1.01569,1.47511,-0.340351,0.841532,2.27282,5.0,5.0,357.143,1.0093
y_pred[1001],0.963875,0.219359,0.693675,0.750316,0.000583841,0.874652,1.94779,5.0,5.0,357.143,0.940624
y_pred[1002],0.870425,0.228775,0.72345,0.776401,-0.116309,0.95392,1.85791,5.0,5.0,357.143,1.05408
y_pred[1003],0.837912,0.239014,0.755829,0.669994,-0.12327,0.694956,2.01542,5.0,5.0,357.143,0.933467
y_pred[1004],0.712055,0.297527,0.934074,0.751684,-0.674151,0.80581,1.96723,5.0,5.0,357.143,1.11552
y_pred[1005],0.26653,0.333914,1.05593,1.40382,-1.23652,0.331803,1.40202,5.0,5.0,357.143,0.914765
y_pred[1006],0.74137,0.214918,0.660317,0.586382,-0.170261,0.686261,1.71882,5.0,5.0,357.143,1.13894
y_pred[1007],0.521996,0.173047,0.547224,0.691673,-0.16817,0.637868,1.21924,5.0,5.0,357.143,1.20178
y_pred[1008],0.377496,0.211158,0.667739,0.726387,-0.650655,0.400874,1.13661,5.0,5.0,357.143,0.961878
y_pred[1009],0.432778,0.585188,1.54161,2.11345,-1.72708,0.0876458,2.52041,5.0,5.0,357.143,1.07282
y_pred[1010],0.647148,0.261168,0.825885,0.317562,-0.685846,0.95465,1.46693,5.0,5.0,357.143,0.916965
y_pred[1011],0.868683,0.449306,1.42083,1.07737,-1.02236,0.776813,2.96725,5.0,5.0,357.143,0.935851
y_pred[1012],1.04304,0.232405,0.734929,0.61552,0.0334361,0.948664,2.09117,5.0,5.0,357.143,1.0018
y_pred[1013],0.467242,0.2305,0.728905,0.498518,-0.243361,0.304292,1.6636,5.0,5.0,357.143,1.21289
y_pred[1014],0.15108,0.341912,0.953971,0.922171,-1.03841,0.330311,1.39945,5.0,5.0,357.143,1.4156
y_pred[1015],0.447533,0.346367,1.09531,1.00162,-1.11671,0.339747,1.98932,5.0,5.0,357.143,1.0093
y_pred[1016],0.121645,0.313925,0.992719,0.98323,-1.12723,0.103969,1.56344,5.0,5.0,357.143,1.82787
y_pred[1017],0.722116,0.284566,0.899878,1.08297,-0.692004,0.817902,1.71638,5.0,5.0,357.143,1.82787
y_pred[1018],0.0993781,0.324578,1.02641,1.38409,-1.21928,0.179874,1.32728,5.0,5.0,357.143,0.905851
y_pred[1019],0.568661,0.296984,0.939145,0.970571,-0.780003,0.521085,1.66186,5.0,5.0,357.143,1.05408
y_pred[1020],0.642813,0.287671,0.909695,1.08184,-0.554506,0.377793,1.95841,5.0,5.0,357.143,1.01211
y_pred[1021],0.985714,0.38496,1.14992,1.47021,-0.514545,1.05894,2.53011,5.0,5.0,357.143,1.30127
y_pred[1022],1.16349,0.439066,1.38845,1.95957,-0.398058,1.2352,3.06319,5.0,5.0,357.143,1.07282
y_pred[1023],0.106175,0.413453,1.30745,1.67102,-1.52889,0.14971,1.80579,5.0,5.0,357.143,1.21712
y_pred[1024],0.107439,0.279916,0.885172,0.484268,-0.952381,-0.0154054,1.60188,5.0,5.0,357.143,1.21712
y_pred[1025],0.687072,0.251416,0.795047,1.02844,-0.304918,0.650261,1.64219,5.0,5.0,357.143,1.0018
y_pred[1026],0.416338,0.26283,0.70916,0.442341,-0.735152,0.494013,1.21008,5.0,5.0,357.143,0.996261
y_pred[1027],1.02439,0.171317,0.541752,0.460134,0.328494,1.01063,1.83259,5.0,5.0,357.143,0.956389
y_pred[1028],0.821182,0.353962,1.11933,1.44855,-0.462763,0.550848,2.3723,5.0,5.0,357.143,1.13894
y_pred[1029],0.124338,0.289029,0.74915,0.7092,-1.09944,0.303104,0.86723,5.0,5.0,357.143,1.0093
y_pred[1030],0.538335,0.373679,0.964187,0.783658,-0.90492,0.569869,1.79818,5.0,5.0,357.143,1.21289
y_pred[1031],0.836054,0.341337,1.0794,0.778505,-0.660485,0.770905,2.25018,5.0,5.0,357.143,0.918082
y_pred[1032],0.576007,0.385355,1.2186,1.13225,-1.41299,0.915161,1.7959,5.0,5.0,357.143,0.974576
y_pred[1033],0.879806,0.170033,0.53769,0.640494,0.163935,0.876739,1.63764,5.0,5.0,357.143,1.58204
y_pred[1034],0.434421,0.264106,0.835177,1.03211,-0.598471,0.45117,1.65924,5.0,5.0,357.143,0.901848
y_pred[1035],0.625389,0.244747,0.773958,0.693154,-0.467625,0.630892,1.69116,5.0,5.0,357.143,0.921397
y_pred[1036],0.563557,0.272837,0.862785,0.733697,-0.329266,0.516692,1.95081,5.0,5.0,357.143,1.10712
y_pred[1037],0.355571,0.262361,0.829657,1.06979,-0.66836,0.263982,1.51105,5.0,5.0,357.143,1.05408
y_pred[1038],0.483591,0.202442,0.640176,0.588186,-0.391319,0.504884,1.40437,5.0,5.0,357.143,1.30127
y_pred[1039],0.615719,0.279489,0.883822,1.05112,-0.475655,0.360939,1.89293,5.0,5.0,357.143,1.18184
y_pred[1040],0.964034,0.301232,0.898199,0.847246,-0.436527,1.07129,1.9764,5.0,5.0,357.143,1.14072
y_pred[1041],0.101478,0.403855,1.06543,1.11816,-0.991546,-0.231551,1.61384,5.0,5.0,357.143,1.4156
y_pred[1042],0.946782,0.344186,1.08841,0.815438,-0.551981,0.865766,2.57327,5.0,5.0,357.143,0.973134
y_pred[1043],0.709982,0.348276,1.10135,1.30819,-0.679092,0.807955,2.37071,5.0,5.0,357.143,1.60482
y_pred[1044],0.18036,0.139377,0.440749,0.309995,-0.48617,0.210947,0.754587,5.0,5.0,357.143,1.0018
y_pred[1045],1.14755,0.294193,0.930319,1.06242,-0.151703,1.3953,2.2088,5.0,5.0,357.143,1.21289
y_pred[1046],0.276576,0.293729,0.839315,0.758173,-0.90491,0.289888,1.50572,5.0,5.0,357.143,1.14072
y_pred[1047],1.5405,0.221893,0.701687,0.85138,0.749872,1.33546,2.5161,5.0,5.0,357.143,0.973134
y_pred[1048],0.735279,0.231634,0.732491,0.822922,-0.194956,0.69319,1.81795,5.0,5.0,357.143,1.10397
y_pred[1049],0.694115,0.362147,1.14521,1.18023,-0.492636,0.384279,2.32446,5.0,5.0,357.143,1.20178
y_pred[1050],0.463593,0.392846,1.00283,0.971448,-0.960302,0.577339,1.85694,5.0,5.0,357.143,1.05
y_pred[1051],0.630986,0.222712,0.704276,0.292066,-0.147384,0.513514,1.79321,5.0,5.0,357.143,0.921397
y_pred[1052],1.01722,0.357809,1.13149,1.11292,-0.815208,1.37981,2.27288,5.0,5.0,357.143,1.0093
y_pred[1053],1.05161,0.314444,0.994361,1.28666,-0.277775,1.15768,2.11195,5.0,5.0,357.143,0.968082
y_pred[1054],0.599532,0.231444,0.718723,0.564012,-0.222957,0.482864,1.76309,5.0,5.0,357.143,1.31544
y_pred[1055],1.0302,0.381779,1.11362,1.44579,-0.277864,0.699191,2.46612,5.0,5.0,357.143,1.0093
y_pred[1056],0.484807,0.303842,0.960833,1.16241,-0.884308,0.726351,1.60784,5.0,5.0,357.143,0.904918
y_pred[1057],0.69872,0.191866,0.547978,0.348336,-0.202157,0.868543,1.21816,5.0,5.0,357.143,1.21289
y_pred[1058],0.798278,0.290262,0.917888,0.96505,-0.413989,0.831623,2.02897,5.0,5.0,357.143,0.914765
y_pred[1059],1.1592,0.297262,0.940026,1.27112,-0.137712,1.0446,2.29166,5.0,5.0,357.143,1.4156
y_pred[1060],0.484713,0.224397,0.709607,0.681975,-0.404732,0.400482,1.54131,5.0,5.0,357.143,1.30127
y_pred[1061],-0.14358,0.32386,1.02414,1.10356,-1.46906,-0.194502,1.32631,5.0,5.0,357.143,0.956389
y_pred[1062],0.788225,0.369081,1.04679,1.44907,-0.561437,0.769095,2.15089,5.0,5.0,357.143,1.30127
y_pred[1063],0.225567,0.293293,0.923223,0.643161,-1.16069,0.309542,1.20277,5.0,5.0,357.143,0.968082
y_pred[1064],-0.130994,0.212268,0.650129,0.507806,-1.17541,-0.0893687,0.610578,5.0,5.0,357.143,0.973134
y_pred[1065],-0.0787844,0.308737,0.976311,1.25986,-1.30258,0.0176528,1.15191,5.0,5.0,357.143,0.942314
y_pred[1066],0.0726223,0.0926409,0.292956,0.344167,-0.327858,0.0364294,0.475583,5.0,5.0,357.143,1.07282
y_pred[1067],0.340954,0.364855,1.15377,1.36646,-1.26867,0.0344024,1.87905,5.0,5.0,357.143,1.01664
y_pred[1068],0.19819,0.413856,1.30873,1.77056,-1.32654,-0.101755,1.75351,5.0,5.0,357.143,0.935851
y_pred[1069],0.297999,0.270027,0.853902,0.98865,-0.666245,0.276772,1.47981,5.0,5.0,357.143,0.897212
y_pred[1070],0.45773,0.418352,1.11316,0.968486,-0.767084,0.0206454,2.19537,5.0,5.0,357.143,1.60482
y_pred[1071],0.270068,0.375577,1.18768,1.60081,-1.27204,0.0849292,1.84916,5.0,5.0,357.143,1.11552
y_pred[1072],0.365514,0.221113,0.69922,0.641065,-0.700006,0.54506,1.21095,5.0,5.0,357.143,1.00792
y_pred[1073],-0.129544,0.461423,1.45915,1.41729,-2.52394,-0.0324991,1.29112,5.0,5.0,357.143,0.913955
y_pred[1074],0.631892,0.336976,1.06561,1.06759,-0.881536,0.599465,2.10999,5.0,5.0,357.143,1.05945
y_pred[1075],0.188744,0.451645,1.42823,1.27746,-1.53082,-0.0585223,2.46803,5.0,5.0,357.143,0.941895
y_pred[1076],0.545218,0.419102,1.32532,1.16936,-1.05149,0.482688,2.65173,5.0,5.0,357.143,1.0072
y_pred[1077],0.194217,0.280285,0.886337,1.02026,-1.07446,0.316701,1.32241,5.0,5.0,357.143,1.11662
y_pred[1078],0.105235,0.358186,1.13268,1.22115,-1.67369,0.246184,1.37334,5.0,5.0,357.143,1.58204
y_pred[1079],0.527886,0.359998,1.04041,0.660062,-1.04686,0.649201,1.8103,5.0,5.0,357.143,1.4156
y_pred[1080],0.159117,0.403527,1.15434,0.98283,-1.28576,0.212628,1.79357,5.0,5.0,357.143,1.26581
y_pred[1081],0.408204,0.172184,0.544495,0.66338,-0.290001,0.336006,1.11162,5.0,5.0,357.143,2.082
y_pred[1082],0.140558,0.229708,0.726399,0.777288,-0.848918,0.294777,1.07242,5.0,5.0,357.143,0.906468
y_pred[1083],0.362979,0.31325,0.990583,1.05119,-1.10983,0.294532,1.56752,5.0,5.0,357.143,1.05
y_pred[1084],-0.499603,0.393605,1.24469,1.48686,-2.33196,-0.190375,0.839861,5.0,5.0,357.143,1.0572
y_pred[1085],0.0578853,0.304582,0.963172,0.744196,-1.07581,-0.188195,1.60985,5.0,5.0,357.143,1.05408
y_pred[1086],0.615671,0.266164,0.841683,0.763834,-0.330407,0.346914,1.78699,5.0,5.0,357.143,0.956389
y_pred[1087],0.478076,0.29868,0.944509,1.20628,-0.902262,0.51762,1.66363,5.0,5.0,357.143,1.05408
y_pred[1088],0.0979597,0.269444,0.852056,0.476968,-0.630158,-0.0908454,1.44036,5.0,5.0,357.143,1.0093
y_pred[1089],0.632221,0.315495,0.968313,0.979855,-0.927377,0.782127,1.76465,5.0,5.0,357.143,1.14072
y_pred[1090],0.231384,0.53823,1.44219,0.980069,-2.0767,0.45479,1.84769,5.0,5.0,357.143,1.58204
y_pred[1091],0.389506,0.232722,0.735932,1.14566,-0.523281,0.364623,1.36772,5.0,5.0,357.143,1.01664
y_pred[1092],0.565671,0.314651,0.995015,0.669604,-0.386545,0.0666475,2.16108,5.0,5.0,357.143,0.941895
y_pred[1093],0.386568,0.337492,0.996934,0.721199,-1.21793,0.520975,1.59194,5.0,5.0,357.143,1.30127
y_pred[1094],1.04188,0.457161,1.43998,1.27274,-1.05367,1.19098,2.93226,5.0,5.0,357.143,1.31544
y_pred[1095],0.2847,0.187457,0.592791,0.355506,-0.458223,0.153378,1.21054,5.0,5.0,357.143,1.32374
y_pred[1096],0.241745,0.259242,0.819794,0.969796,-0.778491,0.279711,1.28348,5.0,5.0,357.143,1.20178
y_pred[1097],1.23515,0.343035,1.08477,1.34238,-0.163944,1.18292,2.71312,5.0,5.0,357.143,1.0093
y_pred[1098],1.22552,0.225129,0.71192,0.400715,0.0358772,1.30572,2.07136,5.0,5.0,357.143,1.0093
y_pred[1099],0.413235,0.270509,0.855424,0.554117,-0.500068,0.159729,1.88797,5.0,5.0,357.143,1.00029
y_pred[1100],0.408125,0.366398,1.15865,1.01701,-1.31185,0.636804,1.77793,5.0,5.0,357.143,1.78943
y_pred[1101],0.487029,0.208331,0.658801,0.624183,-0.521689,0.549499,1.34573,5.0,5.0,357.143,0.938547
y_pred[1102],0.0299543,0.344067,1.08804,1.15663,-1.3042,-0.197257,1.56885,5.0,5.0,357.143,2.082
y_pred[1103],0.561977,0.293817,0.929129,0.996715,-0.734752,0.547643,1.67548,5.0,5.0,357.143,0.961878
y_pred[1104],0.407506,0.230959,0.730358,0.630902,-0.647755,0.444588,1.30169,5.0,5.0,357.143,0.895355
y_pred[1105],-0.101549,0.330538,1.00741,1.09927,-1.36649,-0.0691753,1.31227,5.0,5.0,357.143,1.31544
y_pred[1106],0.437329,0.364555,1.15282,1.23488,-0.893169,0.336004,2.13119,5.0,5.0,357.143,1.26581
y_pred[1107],-0.0070974,0.271266,0.857819,0.449623,-0.89151,-0.137663,1.36468,5.0,5.0,357.143,1.10475
y_pred[1108],0.306809,0.45355,1.43425,0.939309,-1.21774,0.319686,2.47935,5.0,5.0,357.143,1.30127
y_pred[1109],-0.142245,0.431015,1.12749,0.847198,-1.07457,-0.438158,1.69658,5.0,5.0,357.143,1.31544
y_pred[1110],0.350958,0.246574,0.779735,0.832306,-0.717606,0.283124,1.43211,5.0,5.0,357.143,1.10712
y_pred[1111],0.00164626,0.339088,1.07229,1.46377,-1.41298,-0.132664,1.37132,5.0,5.0,357.143,1.18184
y_pred[1112],-0.0903562,0.409531,1.29505,0.694966,-2.00215,0.333449,1.33703,5.0,5.0,357.143,0.956389
y_pred[1113],0.418765,0.193244,0.61109,0.569682,-0.33468,0.401968,1.38426,5.0,5.0,357.143,1.4296
y_pred[1114],-0.292892,0.269828,0.83293,1.15102,-1.42071,-0.0709558,0.732518,5.0,5.0,357.143,0.90253
y_pred[1115],-0.0922108,0.315018,0.996175,0.937658,-1.52946,-0.231944,1.31075,5.0,5.0,357.143,0.896656
y_pred[1116],-0.362596,0.337415,1.067,1.33284,-1.89952,-0.0270519,0.906891,5.0,5.0,357.143,1.0072
y_pred[1117],0.466752,0.429458,1.35806,1.23056,-1.44613,0.646467,2.18438,5.0,5.0,357.143,1.14072
y_pred[1118],-0.539475,0.360683,1.14058,1.37651,-1.98229,-0.9139,1.13099,5.0,5.0,357.143,0.961878
y_pred[1119],0.30464,0.564797,1.43257,1.31419,-1.81916,0.467257,2.21713,5.0,5.0,357.143,1.10712
y_pred[1120],-0.271337,0.391417,1.23777,0.94721,-1.63684,-0.465497,1.5859,5.0,5.0,357.143,1.10712
y_pred[1121],0.417551,0.337395,1.06694,0.684777,-0.962075,0.235096,2.08235,5.0,5.0,357.143,0.974576
y_pred[1122],0.563844,0.254458,0.804667,0.988414,-0.402103,0.611326,1.78125,5.0,5.0,357.143,1.13894
y_pred[1123],0.121167,0.249183,0.787986,1.0285,-0.774031,-0.0480811,1.14749,5.0,5.0,357.143,0.916188
y_pred[1124],-0.0364093,0.250157,0.791067,0.8639,-1.0556,0.264875,0.864263,5.0,5.0,357.143,1.05945
y_pred[1125],0.261844,0.320502,0.917173,0.690469,-0.614621,-0.0541525,1.75068,5.0,5.0,357.143,0.969542
y_pred[1126],-0.0556677,0.227438,0.719222,0.982644,-0.931241,0.0187512,0.868066,5.0,5.0,357.143,1.18184
y_pred[1127],-0.112945,0.311143,0.898811,0.555429,-1.71426,0.0905811,0.678444,5.0,5.0,357.143,1.21712
y_pred[1128],0.479174,0.335348,1.06046,0.751054,-1.12388,0.620667,1.95115,5.0,5.0,357.143,0.995182
y_pred[1129],-0.381439,0.430064,1.35998,0.95982,-1.88523,-0.626104,1.87417,5.0,5.0,357.143,1.30127
y_pred[1130],-0.192828,0.314611,0.994886,1.39368,-1.61399,-0.330335,1.03801,5.0,5.0,357.143,0.906097
y_pred[1131],0.177077,0.325151,1.02822,1.06917,-1.34361,0.502429,1.28755,5.0,5.0,357.143,0.971449
y_pred[1132],0.0894832,0.325643,1.02977,0.86512,-1.4695,0.0898174,1.44116,5.0,5.0,357.143,0.895103
y_pred[1133],-0.0356553,0.290168,0.917593,0.788897,-1.16491,-0.0942635,1.35366,5.0,5.0,357.143,1.00792
y_pred[1134],0.457008,0.322155,1.01874,0.648691,-0.509772,0.104317,2.18879,5.0,5.0,357.143,0.940624
y_pred[1135],-0.515598,0.272008,0.860165,0.677361,-1.71881,-0.499915,0.652255,5.0,5.0,357.143,1.07282
y_pred[1136],-0.292439,0.328438,1.03861,1.02863,-1.76669,-0.190511,1.04729,5.0,5.0,357.143,1.05408
y_pred[1137],0.194706,0.272351,0.861249,0.654849,-0.931267,0.0759402,1.44361,5.0,5.0,357.143,0.940624
y_pred[1138],0.147667,0.426334,1.34819,1.58611,-1.7906,0.439689,1.78808,5.0,5.0,357.143,0.901249
