,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-762.756,,0.0,0.0,-762.756,-762.756,-762.756,,,,
beta_0[1],1.32353,,0.0,0.0,1.32353,1.32353,1.32353,,,,
beta_0[2],-1.68208,,2.34056e-16,0.0,-1.68208,-1.68208,-1.68208,,,,
beta_0[3],1.31239,,0.0,0.0,1.31239,1.31239,1.31239,,,,
beta_0[4],-1.37762,,0.0,0.0,-1.37762,-1.37762,-1.37762,,,,
beta_0[5],-0.705192,,0.0,0.0,-0.705192,-0.705192,-0.705192,,,,
beta_0[6],1.56134,,0.0,0.0,1.56134,1.56134,1.56134,,,,
beta_0[7],1.18378,,0.0,0.0,1.18378,1.18378,1.18378,,,,
beta_0[8],0.32525,,0.0,0.0,0.32525,0.32525,0.32525,,,,
beta_0[9],-0.410049,,0.0,0.0,-0.410049,-0.410049,-0.410049,,,,
beta_0[10],-1.23546,,0.0,0.0,-1.23546,-1.23546,-1.23546,,,,
beta_0[11],-1.80109,,2.34056e-16,0.0,-1.80109,-1.80109,-1.80109,,,,
beta_0[12],0.294155,,0.0,0.0,0.294155,0.294155,0.294155,,,,
beta_0[13],-0.935537,,0.0,0.0,-0.935537,-0.935537,-0.935537,,,,
beta_0[14],0.0916462,,0.0,0.0,0.0916462,0.0916462,0.0916462,,,,
beta_0[15],0.432209,,0.0,0.0,0.432209,0.432209,0.432209,,,,
beta_0[16],1.00035,,0.0,0.0,1.00035,1.00035,1.00035,,,,
beta_0[17],-1.46641,,0.0,0.0,-1.46641,-1.46641,-1.46641,,,,
beta_0[18],-0.843817,,1.17028e-16,0.0,-0.843817,-0.843817,-0.843817,,,,
beta_0[19],-1.88289,,0.0,0.0,-1.88289,-1.88289,-1.88289,,,,
beta_0[20],-0.831659,,0.0,0.0,-0.831659,-0.831659,-0.831659,,,,
beta_0[21],-0.849319,,0.0,0.0,-0.849319,-0.849319,-0.849319,,,,
beta_0[22],1.4524,,0.0,0.0,1.4524,1.4524,1.4524,,,,
beta_0[23],-0.717618,,0.0,0.0,-0.717618,-0.717618,-0.717618,,,,
beta_0[24],-1.31206,,0.0,0.0,-1.31206,-1.31206,-1.31206,,,,
beta_0[25],-0.229434,,0.0,0.0,-0.229434,-0.229434,-0.229434,,,,
beta_0[26],-1.9992,,0.0,0.0,-1.9992,-1.9992,-1.9992,,,,
beta_0[27],-0.178535,,0.0,0.0,-0.178535,-0.178535,-0.178535,,,,
beta_0[28],0.561866,,0.0,0.0,0.561866,0.561866,0.561866,,,,
beta_0[29],0.252688,,0.0,0.0,0.252688,0.252688,0.252688,,,,
beta_0[30],1.01038,,0.0,0.0,1.01038,1.01038,1.01038,,,,
beta_0[31],-1.34983,,0.0,0.0,-1.34983,-1.34983,-1.34983,,,,
beta_0[32],-0.749322,,0.0,0.0,-0.749322,-0.749322,-0.749322,,,,
beta_0[33],-1.34428,,0.0,0.0,-1.34428,-1.34428,-1.34428,,,,
beta_0[34],-1.82549,,0.0,0.0,-1.82549,-1.82549,-1.82549,,,,
beta_0[35],0.888549,,1.17028e-16,0.0,0.888549,0.888549,0.888549,,,,
beta_0[36],0.573094,,0.0,0.0,0.573094,0.573094,0.573094,,,,
"beta_off[1,1]",3.17253,,0.0,0.0,3.17253,3.17253,3.17253,,,,
"beta_off[1,2]",2.628,,0.0,0.0,2.628,2.628,2.628,,,,
"beta_off[1,3]",0.144411,,0.0,0.0,0.144411,0.144411,0.144411,,,,
"beta_off[1,4]",0.56446,,0.0,0.0,0.56446,0.56446,0.56446,,,,
"beta_off[1,5]",0.550047,,0.0,0.0,0.550047,0.550047,0.550047,,,,
"beta_off[1,6]",2.62638,,0.0,0.0,2.62638,2.62638,2.62638,,,,
"beta_off[1,7]",5.769,,0.0,0.0,5.769,5.769,5.769,,,,
"beta_off[1,8]",0.275437,,0.0,0.0,0.275437,0.275437,0.275437,,,,
"beta_off[2,1]",3.55179,,0.0,0.0,3.55179,3.55179,3.55179,,,,
"beta_off[2,2]",1.09009,,0.0,0.0,1.09009,1.09009,1.09009,,,,
"beta_off[2,3]",0.54006,,0.0,0.0,0.54006,0.54006,0.54006,,,,
"beta_off[2,4]",3.42026,,4.68111e-16,0.0,3.42026,3.42026,3.42026,,,,
"beta_off[2,5]",0.296129,,0.0,0.0,0.296129,0.296129,0.296129,,,,
"beta_off[2,6]",0.11412,,0.0,0.0,0.11412,0.11412,0.11412,,,,
"beta_off[2,7]",0.862899,,1.17028e-16,0.0,0.862899,0.862899,0.862899,,,,
"beta_off[2,8]",0.948961,,0.0,0.0,0.948961,0.948961,0.948961,,,,
"beta_off[3,1]",1.13058,,0.0,0.0,1.13058,1.13058,1.13058,,,,
"beta_off[3,2]",1.29144,,0.0,0.0,1.29144,1.29144,1.29144,,,,
"beta_off[3,3]",2.44224,,0.0,0.0,2.44224,2.44224,2.44224,,,,
"beta_off[3,4]",1.71822,,2.34056e-16,0.0,1.71822,1.71822,1.71822,,,,
"beta_off[3,5]",0.221561,,0.0,0.0,0.221561,0.221561,0.221561,,,,
"beta_off[3,6]",0.782052,,0.0,0.0,0.782052,0.782052,0.782052,,,,
"beta_off[3,7]",2.5706,,0.0,0.0,2.5706,2.5706,2.5706,,,,
"beta_off[3,8]",0.20912,,2.92569e-17,0.0,0.20912,0.20912,0.20912,,,,
"beta_off[4,1]",2.88454,,0.0,0.0,2.88454,2.88454,2.88454,,,,
"beta_off[4,2]",3.29282,,4.68111e-16,0.0,3.29282,3.29282,3.29282,,,,
"beta_off[4,3]",0.616341,,0.0,0.0,0.616341,0.616341,0.616341,,,,
"beta_off[4,4]",4.11096,,0.0,0.0,4.11096,4.11096,4.11096,,,,
"beta_off[4,5]",0.701903,,0.0,0.0,0.701903,0.701903,0.701903,,,,
"beta_off[4,6]",0.417558,,0.0,0.0,0.417558,0.417558,0.417558,,,,
"beta_off[4,7]",0.696948,,0.0,0.0,0.696948,0.696948,0.696948,,,,
"beta_off[4,8]",0.376997,,0.0,0.0,0.376997,0.376997,0.376997,,,,
"beta_off[5,1]",6.52026,,9.36222e-16,0.0,6.52026,6.52026,6.52026,,,,
"beta_off[5,2]",0.210018,,0.0,0.0,0.210018,0.210018,0.210018,,,,
"beta_off[5,3]",3.17023,,0.0,0.0,3.17023,3.17023,3.17023,,,,
"beta_off[5,4]",5.95448,,0.0,0.0,5.95448,5.95448,5.95448,,,,
"beta_off[5,5]",0.739305,,0.0,0.0,0.739305,0.739305,0.739305,,,,
"beta_off[5,6]",6.56117,,0.0,0.0,6.56117,6.56117,6.56117,,,,
"beta_off[5,7]",2.47675,,0.0,0.0,2.47675,2.47675,2.47675,,,,
"beta_off[5,8]",0.303983,,0.0,0.0,0.303983,0.303983,0.303983,,,,
"beta_off[6,1]",0.400083,,0.0,0.0,0.400083,0.400083,0.400083,,,,
"beta_off[6,2]",0.418885,,0.0,0.0,0.418885,0.418885,0.418885,,,,
"beta_off[6,3]",3.25057,,4.68111e-16,0.0,3.25057,3.25057,3.25057,,,,
"beta_off[6,4]",0.911778,,1.17028e-16,0.0,0.911778,0.911778,0.911778,,,,
"beta_off[6,5]",3.07852,,0.0,0.0,3.07852,3.07852,3.07852,,,,
"beta_off[6,6]",0.183291,,0.0,0.0,0.183291,0.183291,0.183291,,,,
"beta_off[6,7]",0.309485,,0.0,0.0,0.309485,0.309485,0.309485,,,,
"beta_off[6,8]",0.131067,,0.0,0.0,0.131067,0.131067,0.131067,,,,
"beta_off[7,1]",0.697543,,0.0,0.0,0.697543,0.697543,0.697543,,,,
"beta_off[7,2]",0.323354,,0.0,0.0,0.323354,0.323354,0.323354,,,,
"beta_off[7,3]",2.02025,,0.0,0.0,2.02025,2.02025,2.02025,,,,
"beta_off[7,4]",0.273651,,0.0,0.0,0.273651,0.273651,0.273651,,,,
"beta_off[7,5]",0.159319,,0.0,0.0,0.159319,0.159319,0.159319,,,,
"beta_off[7,6]",6.45774,,0.0,0.0,6.45774,6.45774,6.45774,,,,
"beta_off[7,7]",0.15022,,0.0,0.0,0.15022,0.15022,0.15022,,,,
"beta_off[7,8]",2.90088,,0.0,0.0,2.90088,2.90088,2.90088,,,,
"beta_off[8,1]",0.357749,,0.0,0.0,0.357749,0.357749,0.357749,,,,
"beta_off[8,2]",0.349332,,0.0,0.0,0.349332,0.349332,0.349332,,,,
"beta_off[8,3]",0.165665,,0.0,0.0,0.165665,0.165665,0.165665,,,,
"beta_off[8,4]",4.4699,,0.0,0.0,4.4699,4.4699,4.4699,,,,
"beta_off[8,5]",2.06046,,0.0,0.0,2.06046,2.06046,2.06046,,,,
"beta_off[8,6]",1.41984,,0.0,0.0,1.41984,1.41984,1.41984,,,,
"beta_off[8,7]",0.519441,,0.0,0.0,0.519441,0.519441,0.519441,,,,
"beta_off[8,8]",0.542681,,0.0,0.0,0.542681,0.542681,0.542681,,,,
"beta_off[9,1]",0.458153,,0.0,0.0,0.458153,0.458153,0.458153,,,,
"beta_off[9,2]",2.24284,,0.0,0.0,2.24284,2.24284,2.24284,,,,
"beta_off[9,3]",1.24911,,0.0,0.0,1.24911,1.24911,1.24911,,,,
"beta_off[9,4]",2.95395,,0.0,0.0,2.95395,2.95395,2.95395,,,,
"beta_off[9,5]",1.05458,,0.0,0.0,1.05458,1.05458,1.05458,,,,
"beta_off[9,6]",1.88043,,2.34056e-16,0.0,1.88044,1.88044,1.88043,,,,
"beta_off[9,7]",0.180153,,0.0,0.0,0.180153,0.180153,0.180153,,,,
"beta_off[9,8]",0.464979,,0.0,0.0,0.464979,0.464979,0.464979,,,,
"beta_off[10,1]",0.309828,,0.0,0.0,0.309828,0.309828,0.309828,,,,
"beta_off[10,2]",3.32409,,4.68111e-16,0.0,3.32409,3.32409,3.32409,,,,
"beta_off[10,3]",1.96432,,0.0,0.0,1.96432,1.96432,1.96432,,,,
"beta_off[10,4]",2.03327,,0.0,0.0,2.03327,2.03327,2.03327,,,,
"beta_off[10,5]",1.51759,,0.0,0.0,1.51759,1.51759,1.51759,,,,
"beta_off[10,6]",1.3934,,0.0,0.0,1.3934,1.3934,1.3934,,,,
"beta_off[10,7]",1.49917,,0.0,0.0,1.49917,1.49917,1.49917,,,,
"beta_off[10,8]",4.67583,,0.0,0.0,4.67583,4.67583,4.67583,,,,
"beta_off[11,1]",2.45033,,0.0,0.0,2.45033,2.45033,2.45033,,,,
"beta_off[11,2]",0.227229,,0.0,0.0,0.227229,0.227229,0.227229,,,,
"beta_off[11,3]",0.505071,,0.0,0.0,0.505071,0.505071,0.505071,,,,
"beta_off[11,4]",0.140947,,0.0,0.0,0.140947,0.140947,0.140947,,,,
"beta_off[11,5]",0.78208,,0.0,0.0,0.78208,0.78208,0.78208,,,,
"beta_off[11,6]",5.94531,,0.0,0.0,5.94531,5.94531,5.94531,,,,
"beta_off[11,7]",0.261762,,0.0,0.0,0.261762,0.261762,0.261762,,,,
"beta_off[11,8]",0.534564,,0.0,0.0,0.534564,0.534564,0.534564,,,,
"beta_off[12,1]",5.28996,,0.0,0.0,5.28996,5.28996,5.28996,,,,
"beta_off[12,2]",5.98986,,0.0,0.0,5.98986,5.98986,5.98986,,,,
"beta_off[12,3]",0.320283,,0.0,0.0,0.320283,0.320283,0.320283,,,,
"beta_off[12,4]",8.18152,,0.0,0.0,8.18152,8.18152,8.18152,,,,
"beta_off[12,5]",2.92685,,0.0,0.0,2.92685,2.92685,2.92685,,,,
"beta_off[12,6]",3.5829,,4.68111e-16,0.0,3.5829,3.5829,3.5829,,,,
"beta_off[12,7]",2.29846,,0.0,0.0,2.29846,2.29846,2.29846,,,,
"beta_off[12,8]",0.775162,,0.0,0.0,0.775162,0.775162,0.775162,,,,
"beta_off[13,1]",3.45303,,4.68111e-16,0.0,3.45303,3.45303,3.45303,,,,
"beta_off[13,2]",5.46188,,0.0,0.0,5.46188,5.46188,5.46188,,,,
"beta_off[13,3]",5.47813,,0.0,0.0,5.47813,5.47813,5.47813,,,,
"beta_off[13,4]",0.276888,,0.0,0.0,0.276888,0.276888,0.276888,,,,
"beta_off[13,5]",1.79274,,0.0,0.0,1.79274,1.79274,1.79274,,,,
"beta_off[13,6]",0.750208,,0.0,0.0,0.750208,0.750208,0.750208,,,,
"beta_off[13,7]",0.84958,,1.17028e-16,0.0,0.84958,0.84958,0.84958,,,,
"beta_off[13,8]",0.890785,,1.17028e-16,0.0,0.890785,0.890785,0.890785,,,,
"beta_off[14,1]",3.89371,,4.68111e-16,0.0,3.89371,3.89371,3.89371,,,,
"beta_off[14,2]",2.61765,,0.0,0.0,2.61765,2.61765,2.61765,,,,
"beta_off[14,3]",1.20178,,0.0,0.0,1.20178,1.20178,1.20178,,,,
"beta_off[14,4]",1.78918,,0.0,0.0,1.78918,1.78918,1.78918,,,,
"beta_off[14,5]",3.05656,,0.0,0.0,3.05656,3.05656,3.05656,,,,
"beta_off[14,6]",1.71031,,0.0,0.0,1.71031,1.71031,1.71031,,,,
"beta_off[14,7]",1.35725,,0.0,0.0,1.35725,1.35725,1.35725,,,,
"beta_off[14,8]",0.65937,,0.0,0.0,0.65937,0.65937,0.65937,,,,
"beta_off[15,1]",2.07325,,0.0,0.0,2.07325,2.07325,2.07325,,,,
"beta_off[15,2]",0.212823,,0.0,0.0,0.212823,0.212823,0.212823,,,,
"beta_off[15,3]",2.57529,,0.0,0.0,2.57529,2.57529,2.57529,,,,
"beta_off[15,4]",4.17148,,0.0,0.0,4.17148,4.17148,4.17148,,,,
"beta_off[15,5]",0.189124,,0.0,0.0,0.189124,0.189124,0.189124,,,,
"beta_off[15,6]",1.06808,,0.0,0.0,1.06808,1.06808,1.06808,,,,
"beta_off[15,7]",0.191592,,0.0,0.0,0.191592,0.191592,0.191592,,,,
"beta_off[15,8]",4.19435,,0.0,0.0,4.19435,4.19435,4.19435,,,,
"beta_off[16,1]",0.833188,,0.0,0.0,0.833188,0.833188,0.833188,,,,
"beta_off[16,2]",0.988859,,1.17028e-16,0.0,0.988859,0.988859,0.988859,,,,
"beta_off[16,3]",2.45403,,0.0,0.0,2.45403,2.45403,2.45403,,,,
"beta_off[16,4]",0.940045,,0.0,0.0,0.940045,0.940045,0.940045,,,,
"beta_off[16,5]",0.207272,,0.0,0.0,0.207272,0.207272,0.207272,,,,
"beta_off[16,6]",0.186082,,0.0,0.0,0.186082,0.186082,0.186082,,,,
"beta_off[16,7]",0.88495,,0.0,0.0,0.88495,0.88495,0.88495,,,,
"beta_off[16,8]",0.377854,,0.0,0.0,0.377854,0.377854,0.377854,,,,
"beta_off[17,1]",2.01753,,0.0,0.0,2.01753,2.01753,2.01753,,,,
"beta_off[17,2]",3.09654,,0.0,0.0,3.09654,3.09654,3.09654,,,,
"beta_off[17,3]",0.265882,,0.0,0.0,0.265882,0.265882,0.265882,,,,
"beta_off[17,4]",1.126,,0.0,0.0,1.126,1.126,1.126,,,,
"beta_off[17,5]",0.192501,,0.0,0.0,0.192501,0.192501,0.192501,,,,
"beta_off[17,6]",2.69705,,0.0,0.0,2.69705,2.69705,2.69705,,,,
"beta_off[17,7]",0.185658,,0.0,0.0,0.185658,0.185658,0.185658,,,,
"beta_off[17,8]",0.839682,,1.17028e-16,0.0,0.839682,0.839682,0.839682,,,,
"beta_off[18,1]",0.431672,,0.0,0.0,0.431672,0.431672,0.431672,,,,
"beta_off[18,2]",5.30845,,0.0,0.0,5.30845,5.30845,5.30845,,,,
"beta_off[18,3]",0.296762,,0.0,0.0,0.296762,0.296762,0.296762,,,,
"beta_off[18,4]",2.2654,,0.0,0.0,2.2654,2.2654,2.2654,,,,
"beta_off[18,5]",0.856806,,0.0,0.0,0.856806,0.856806,0.856806,,,,
"beta_off[18,6]",0.788129,,0.0,0.0,0.788129,0.788129,0.788129,,,,
"beta_off[18,7]",0.61523,,0.0,0.0,0.61523,0.61523,0.61523,,,,
"beta_off[18,8]",1.97148,,2.34056e-16,0.0,1.97148,1.97148,1.97148,,,,
"beta_off[19,1]",4.86867,,0.0,0.0,4.86867,4.86867,4.86867,,,,
"beta_off[19,2]",0.697139,,0.0,0.0,0.697139,0.697139,0.697139,,,,
"beta_off[19,3]",2.54128,,0.0,0.0,2.54128,2.54128,2.54128,,,,
"beta_off[19,4]",1.21357,,0.0,0.0,1.21357,1.21357,1.21357,,,,
"beta_off[19,5]",0.277759,,0.0,0.0,0.277759,0.277759,0.277759,,,,
"beta_off[19,6]",1.41088,,0.0,0.0,1.41088,1.41088,1.41088,,,,
"beta_off[19,7]",1.52608,,0.0,0.0,1.52608,1.52608,1.52608,,,,
"beta_off[19,8]",1.38582,,0.0,0.0,1.38582,1.38582,1.38582,,,,
"beta_off[20,1]",0.128367,,0.0,0.0,0.128367,0.128367,0.128367,,,,
"beta_off[20,2]",0.34946,,0.0,0.0,0.34946,0.34946,0.34946,,,,
"beta_off[20,3]",0.159409,,0.0,0.0,0.159409,0.159409,0.159409,,,,
"beta_off[20,4]",4.10943,,0.0,0.0,4.10943,4.10943,4.10943,,,,
"beta_off[20,5]",1.64839,,0.0,0.0,1.64839,1.64839,1.64839,,,,
"beta_off[20,6]",1.05296,,0.0,0.0,1.05296,1.05296,1.05296,,,,
"beta_off[20,7]",0.557262,,0.0,0.0,0.557262,0.557262,0.557262,,,,
"beta_off[20,8]",2.16364,,0.0,0.0,2.16364,2.16364,2.16364,,,,
"beta_off[21,1]",0.150957,,0.0,0.0,0.150957,0.150957,0.150957,,,,
"beta_off[21,2]",2.85526,,0.0,0.0,2.85526,2.85526,2.85526,,,,
"beta_off[21,3]",0.429305,,5.85139e-17,0.0,0.429305,0.429305,0.429305,,,,
"beta_off[21,4]",2.30085,,0.0,0.0,2.30085,2.30085,2.30085,,,,
"beta_off[21,5]",0.125437,,0.0,0.0,0.125437,0.125437,0.125437,,,,
"beta_off[21,6]",0.830989,,0.0,0.0,0.830989,0.830989,0.830989,,,,
"beta_off[21,7]",0.169336,,0.0,0.0,0.169336,0.169336,0.169336,,,,
"beta_off[21,8]",0.161351,,0.0,0.0,0.161351,0.161351,0.161351,,,,
"beta_off[22,1]",2.06297,,0.0,0.0,2.06297,2.06297,2.06297,,,,
"beta_off[22,2]",1.86012,,0.0,0.0,1.86012,1.86012,1.86012,,,,
"beta_off[22,3]",0.207552,,2.92569e-17,0.0,0.207552,0.207552,0.207552,,,,
"beta_off[22,4]",0.765692,,0.0,0.0,0.765692,0.765692,0.765692,,,,
"beta_off[22,5]",0.657349,,0.0,0.0,0.657349,0.657349,0.657349,,,,
"beta_off[22,6]",0.663394,,0.0,0.0,0.663394,0.663394,0.663394,,,,
"beta_off[22,7]",3.82938,,0.0,0.0,3.82938,3.82938,3.82938,,,,
"beta_off[22,8]",1.24382,,0.0,0.0,1.24382,1.24382,1.24382,,,,
"beta_off[23,1]",0.350469,,0.0,0.0,0.350469,0.350469,0.350469,,,,
"beta_off[23,2]",7.29908,,9.36222e-16,0.0,7.29908,7.29908,7.29908,,,,
"beta_off[23,3]",0.123511,,1.46285e-17,0.0,0.123511,0.123511,0.123511,,,,
"beta_off[23,4]",0.406656,,0.0,0.0,0.406656,0.406656,0.406656,,,,
"beta_off[23,5]",11.719,,0.0,0.0,11.719,11.719,11.719,,,,
"beta_off[23,6]",1.12178,,0.0,0.0,1.12178,1.12178,1.12178,,,,
"beta_off[23,7]",5.82692,,0.0,0.0,5.82692,5.82692,5.82692,,,,
"beta_off[23,8]",1.54471,,0.0,0.0,1.54471,1.54471,1.54471,,,,
"beta_off[24,1]",0.207157,,0.0,0.0,0.207157,0.207157,0.207157,,,,
"beta_off[24,2]",1.44502,,0.0,0.0,1.44502,1.44502,1.44502,,,,
"beta_off[24,3]",1.89239,,0.0,0.0,1.89239,1.89239,1.89239,,,,
"beta_off[24,4]",0.193177,,0.0,0.0,0.193177,0.193177,0.193177,,,,
"beta_off[24,5]",0.674019,,0.0,0.0,0.674019,0.674019,0.674019,,,,
"beta_off[24,6]",4.83404,,0.0,0.0,4.83404,4.83404,4.83404,,,,
"beta_off[24,7]",1.15306,,0.0,0.0,1.15306,1.15306,1.15306,,,,
"beta_off[24,8]",4.74908,,0.0,0.0,4.74908,4.74908,4.74908,,,,
"beta_off[25,1]",6.38011,,0.0,0.0,6.38011,6.38011,6.38011,,,,
"beta_off[25,2]",0.298927,,0.0,0.0,0.298927,0.298927,0.298927,,,,
"beta_off[25,3]",1.29876,,0.0,0.0,1.29876,1.29876,1.29876,,,,
"beta_off[25,4]",1.08711,,0.0,0.0,1.08711,1.08711,1.08711,,,,
"beta_off[25,5]",2.59662,,0.0,0.0,2.59662,2.59662,2.59662,,,,
"beta_off[25,6]",0.405957,,0.0,0.0,0.405957,0.405957,0.405957,,,,
"beta_off[25,7]",1.47949,,0.0,0.0,1.47949,1.47949,1.47949,,,,
"beta_off[25,8]",5.53251,,0.0,0.0,5.53251,5.53251,5.53251,,,,
"beta_off[26,1]",0.20155,,0.0,0.0,0.20155,0.20155,0.20155,,,,
"beta_off[26,2]",7.14583,,9.36222e-16,0.0,7.14583,7.14583,7.14583,,,,
"beta_off[26,3]",6.86473,,0.0,0.0,6.86473,6.86473,6.86473,,,,
"beta_off[26,4]",0.42492,,5.85139e-17,0.0,0.42492,0.42492,0.42492,,,,
"beta_off[26,5]",5.002,,0.0,0.0,5.002,5.002,5.002,,,,
"beta_off[26,6]",0.893204,,0.0,0.0,0.893204,0.893204,0.893204,,,,
"beta_off[26,7]",1.36007,,0.0,0.0,1.36007,1.36007,1.36007,,,,
"beta_off[26,8]",7.07063,,9.36222e-16,0.0,7.07063,7.07063,7.07063,,,,
"beta_off[27,1]",0.398036,,0.0,0.0,0.398036,0.398036,0.398036,,,,
"beta_off[27,2]",0.297579,,0.0,0.0,0.297579,0.297579,0.297579,,,,
"beta_off[27,3]",7.73495,,9.36222e-16,0.0,7.73495,7.73495,7.73495,,,,
"beta_off[27,4]",0.171528,,0.0,0.0,0.171528,0.171528,0.171528,,,,
"beta_off[27,5]",7.63747,,0.0,0.0,7.63747,7.63747,7.63747,,,,
"beta_off[27,6]",2.92802,,0.0,0.0,2.92802,2.92802,2.92802,,,,
"beta_off[27,7]",0.113548,,0.0,0.0,0.113548,0.113548,0.113548,,,,
"beta_off[27,8]",0.331225,,0.0,0.0,0.331225,0.331225,0.331225,,,,
"beta_off[28,1]",0.650424,,0.0,0.0,0.650424,0.650424,0.650424,,,,
"beta_off[28,2]",4.21128,,0.0,0.0,4.21128,4.21128,4.21128,,,,
"beta_off[28,3]",1.67682,,0.0,0.0,1.67682,1.67682,1.67682,,,,
"beta_off[28,4]",0.229749,,2.92569e-17,0.0,0.229749,0.229749,0.229749,,,,
"beta_off[28,5]",1.57941,,0.0,0.0,1.57941,1.57941,1.57941,,,,
"beta_off[28,6]",3.14984,,0.0,0.0,3.14984,3.14984,3.14984,,,,
"beta_off[28,7]",0.625927,,0.0,0.0,0.625927,0.625927,0.625927,,,,
"beta_off[28,8]",0.413634,,0.0,0.0,0.413634,0.413634,0.413634,,,,
"beta_off[29,1]",0.205234,,0.0,0.0,0.205234,0.205234,0.205234,,,,
"beta_off[29,2]",0.574802,,0.0,0.0,0.574802,0.574802,0.574802,,,,
"beta_off[29,3]",4.37955,,0.0,0.0,4.37955,4.37955,4.37955,,,,
"beta_off[29,4]",4.25768,,0.0,0.0,4.25768,4.25768,4.25768,,,,
"beta_off[29,5]",0.903986,,0.0,0.0,0.903986,0.903986,0.903986,,,,
"beta_off[29,6]",5.51604,,0.0,0.0,5.51604,5.51604,5.51604,,,,
"beta_off[29,7]",2.16101,,0.0,0.0,2.16101,2.16101,2.16101,,,,
"beta_off[29,8]",0.924228,,0.0,0.0,0.924228,0.924228,0.924228,,,,
"beta_off[30,1]",3.29418,,0.0,0.0,3.29418,3.29418,3.29418,,,,
"beta_off[30,2]",0.229902,,0.0,0.0,0.229902,0.229902,0.229902,,,,
"beta_off[30,3]",2.14893,,0.0,0.0,2.14893,2.14893,2.14893,,,,
"beta_off[30,4]",0.371151,,0.0,0.0,0.371151,0.371151,0.371151,,,,
"beta_off[30,5]",0.310735,,0.0,0.0,0.310735,0.310735,0.310735,,,,
"beta_off[30,6]",1.52811,,0.0,0.0,1.52811,1.52811,1.52811,,,,
"beta_off[30,7]",4.1662,,0.0,0.0,4.1662,4.1662,4.1662,,,,
"beta_off[30,8]",0.914864,,1.17028e-16,0.0,0.914864,0.914864,0.914864,,,,
"beta_off[31,1]",5.67375,,0.0,0.0,5.67375,5.67375,5.67375,,,,
"beta_off[31,2]",1.32612,,0.0,0.0,1.32612,1.32612,1.32612,,,,
"beta_off[31,3]",0.528711,,0.0,0.0,0.528711,0.528711,0.528711,,,,
"beta_off[31,4]",0.709368,,0.0,0.0,0.709368,0.709368,0.709368,,,,
"beta_off[31,5]",1.54541,,0.0,0.0,1.54541,1.54541,1.54541,,,,
"beta_off[31,6]",0.291199,,0.0,0.0,0.291199,0.291199,0.291199,,,,
"beta_off[31,7]",3.28517,,4.68111e-16,0.0,3.28517,3.28517,3.28517,,,,
"beta_off[31,8]",4.68276,,0.0,0.0,4.68276,4.68276,4.68276,,,,
"beta_off[32,1]",1.78383,,0.0,0.0,1.78383,1.78383,1.78383,,,,
"beta_off[32,2]",0.860959,,0.0,0.0,0.860959,0.860959,0.860959,,,,
"beta_off[32,3]",2.84276,,0.0,0.0,2.84276,2.84276,2.84276,,,,
"beta_off[32,4]",1.05021,,0.0,0.0,1.05021,1.05021,1.05021,,,,
"beta_off[32,5]",0.609758,,0.0,0.0,0.609758,0.609758,0.609758,,,,
"beta_off[32,6]",6.27342,,0.0,0.0,6.27342,6.27342,6.27342,,,,
"beta_off[32,7]",0.813699,,0.0,0.0,0.813699,0.813699,0.813699,,,,
"beta_off[32,8]",0.898998,,0.0,0.0,0.898998,0.898998,0.898998,,,,
"beta_off[33,1]",3.19406,,0.0,0.0,3.19406,3.19406,3.19406,,,,
"beta_off[33,2]",1.55729,,0.0,0.0,1.55729,1.55729,1.55729,,,,
"beta_off[33,3]",1.18798,,0.0,0.0,1.18798,1.18798,1.18798,,,,
"beta_off[33,4]",7.90614,,0.0,0.0,7.90614,7.90614,7.90614,,,,
"beta_off[33,5]",0.179121,,0.0,0.0,0.179121,0.179121,0.179121,,,,
"beta_off[33,6]",0.705906,,0.0,0.0,0.705906,0.705906,0.705906,,,,
"beta_off[33,7]",2.72158,,0.0,0.0,2.72158,2.72158,2.72158,,,,
"beta_off[33,8]",3.4504,,0.0,0.0,3.4504,3.4504,3.4504,,,,
"beta_off[34,1]",1.25613,,0.0,0.0,1.25613,1.25613,1.25613,,,,
"beta_off[34,2]",1.90173,,0.0,0.0,1.90173,1.90173,1.90173,,,,
"beta_off[34,3]",0.464571,,0.0,0.0,0.464571,0.464571,0.464571,,,,
"beta_off[34,4]",4.41999,,0.0,0.0,4.41999,4.41999,4.41999,,,,
"beta_off[34,5]",0.153272,,0.0,0.0,0.153272,0.153272,0.153272,,,,
"beta_off[34,6]",0.531315,,0.0,0.0,0.531315,0.531315,0.531315,,,,
"beta_off[34,7]",2.81913,,0.0,0.0,2.81913,2.81913,2.81913,,,,
"beta_off[34,8]",2.01205,,0.0,0.0,2.01205,2.01205,2.01205,,,,
"beta_off[35,1]",0.522232,,0.0,0.0,0.522232,0.522232,0.522232,,,,
"beta_off[35,2]",0.417002,,5.85139e-17,0.0,0.417002,0.417002,0.417002,,,,
"beta_off[35,3]",3.04634,,0.0,0.0,3.04634,3.04634,3.04634,,,,
"beta_off[35,4]",1.95132,,2.34056e-16,0.0,1.95132,1.95132,1.95132,,,,
"beta_off[35,5]",2.87522,,0.0,0.0,2.87522,2.87522,2.87522,,,,
"beta_off[35,6]",0.479195,,0.0,0.0,0.479195,0.479195,0.479195,,,,
