archetype_lineup,WFGMPercUAST,WFGMPercAST,WThreeFGMPercUAST,WThreeFGMPercAST,WTwoFGMPercUAST,WTwoFGMPercAST,WPercPTSPITP,WPercPTSOffTO,WPercPTSFT,WPercPTSFBPS,WPercPTS3PT,WPercPTSMR,WPercPTS2PT,WPercFGA3PT,WPercFGA2PT,WOppTORATIOpercent,WOppFTARATE,WPACE,total_minutes,archetype_count
-1_-1_-1_1_2,0.09606505771248688,0.13478488982161596,0.05031479538300105,0.18053515215110177,0.11314795383001049,0.11770199370409234,0.1104302203567681,0.031636935991605455,0.03237145855194124,0.03396642182581322,0.07301154249737671,0.015015739769150053,0.1254669464847849,0.09269674711437566,0.13816369359916056,0.029160545645330535,0.058467995802728226,24.323714585519415,95.3,22
-1_-1_-1_1_3,0.07340030911901081,0.14298299845440493,0.04149922720247295,0.1748840803709428,0.09003091190108191,0.12635239567233386,0.09700154559505408,0.03387944358578052,0.028778979907264295,0.02989180834621329,0.07845440494590418,0.0121483771251932,0.10914992272024729,0.08661514683153014,0.1297681607418856,0.03097372488408037,0.049938176197836165,22.001700154559504,64.7,14
-1_-1_-1_2_2,0.0783157894736842,0.13221052631578947,0.0059649122807017545,0.16947368421052633,0.10270175438596492,0.10782456140350877,0.0944561403508772,0.027824561403508773,0.0324561403508772,0.024771929824561403,0.05901754385964912,0.02459649122807018,0.11905263157894735,0.09196491228070175,0.11856140350877192,0.021052631578947368,0.04856140350877192,22.711228070175437,28.5,6
-1_-1_0_0_0,0.0753049421661409,0.1297423764458465,0.03774447949526814,0.16731335436382755,0.0941640378548896,0.1108832807570978,0.09240799158780232,0.027313354363827553,0.029595162986330182,0.02623554153522608,0.0728969505783386,0.01017875920084122,0.10256046267087278,0.08709253417455311,0.11795478443743428,0.02461093585699264,0.0411882229232387,21.223133543638276,190.2,39
-1_-1_0_0_1,0.08299745258986696,0.12080101896405321,0.03953014435324087,0.16426266628927255,0.1046249646193037,0.0991706764789131,0.08445230682139825,0.03410982168129069,0.03075856212850269,0.030390602887064817,0.07345598641381261,0.015114633455986412,0.0995726011887914,0.08899518822530428,0.11480045287291253,0.0304811774695726,0.04950467025191056,21.2056326068497,353.3,72
-1_-1_0_0_2,0.07557396449704142,0.16111242603550296,0.022177514792899408,0.21450887573964497,0.10003550295857988,0.1366508875739645,0.10100591715976331,0.02888757396449704,0.03479289940828402,0.024011834319526627,0.08662721893491125,0.014331360946745563,0.11532544378698224,0.10029585798816568,0.1363905325443787,0.027159763313609468,0.06173964497041421,24.338461538461537,84.5,20
-1_-1_0_0_3,0.06553123331553658,0.11065670048051253,0.035664709022957826,0.13518419647624133,0.08053390282968499,0.09566470902295782,0.07588360918312867,0.02651361452215697,0.025178857447944472,0.02342231713828083,0.06696743192738921,0.00813667912439936,0.08401494927923117,0.07844634276561666,0.09774159103043245,0.024436732514682327,0.03523224773091297,17.68392952482648,187.3,33
-1_-1_0_1_1,0.08348837209302326,0.16361918604651163,0.05074127906976744,0.19635174418604653,0.10549418604651163,0.14159883720930233,0.10421511627906976,0.041177325581395356,0.03941860465116279,0.03359011627906977,0.08440406976744187,0.019069767441860466,0.12324127906976744,0.09876453488372093,0.14832848837209303,0.03369186046511628,0.07994186046511628,26.726308139534886,68.8,17
-1_-1_0_1_2,0.09602577873254566,0.1510204081632653,0.03633727175080559,0.2107089151450054,0.12040816326530612,0.12663802363050483,0.11368421052631579,0.035531686358754026,0.034769065520945226,0.03001074113856069,0.07965628356605801,0.018904403866809884,0.132577873254565,0.09252416756176156,0.1545220193340494,0.03302900107411386,0.07178302900107411,25.84865735767992,93.1,23
-1_-1_0_1_3,0.060755711775043936,0.1325659050966608,0.026362038664323375,0.1669595782073814,0.08186291739894551,0.11145869947275924,0.0787170474516696,0.042284710017574695,0.029648506151142354,0.024639718804920916,0.07358523725834798,0.011370826010544816,0.09012302284710018,0.08780316344463972,0.10551845342706503,0.036274165202108966,0.05302284710017575,19.698594024604567,56.9,11
-1_-1_0_2_2,0.1382608695652174,0.0791304347826087,0.07239130434782609,0.14500000000000002,0.16304347826086957,0.05434782608695653,0.06804347826086957,0.04760869565217391,0.04760869565217391,0.03391304347826087,0.06108695652173914,0.04086956521739131,0.10869565217391305,0.06608695652173914,0.15130434782608695,0.045,0.03347826086956522,22.1,4.6,1
-1_-1_1_1_1,0.07039014373716632,0.17601642710472276,0.02839835728952772,0.2180287474332649,0.09659137577002053,0.14985626283367556,0.10891170431211498,0.031026694045174538,0.024414784394250513,0.03652977412731006,0.10156057494866529,0.011519507186858317,0.12039014373716633,0.10872689938398357,0.13767967145790555,0.0346611909650924,0.05106776180698152,26.59301848049281,48.7,12
-1_-1_1_1_3,0.07268486916951081,0.08658703071672354,0.024926052332195678,0.13435722411831627,0.09222980659840727,0.06704209328782706,0.07301478953356084,0.032775881683731516,0.023390216154721272,0.01850967007963595,0.04780432309442548,0.015062571103526734,0.08810011376564277,0.05918088737201365,0.10010238907849828,0.02650739476678043,0.043833902161547214,16.555631399317406,87.9,14
-1_-1_1_3_3,0.08718934911242604,0.11991124260355031,0.047633136094674566,0.15946745562130177,0.11192307692307693,0.09520710059171598,0.0911242603550296,0.04289940828402367,0.03221893491124261,0.02502958579881657,0.07100591715976332,0.012781065088757398,0.10390532544378699,0.07680473372781066,0.13029585798816568,0.03319526627218935,0.037840236686390534,20.945857988165685,33.8,7
-1_0_0_0_0,0.17837209302325577,0.2867441860465116,0.10837209302325579,0.3567441860465116,0.2195348837209302,0.2455813953488372,0.17581395348837206,0.14209302325581394,0.06976744186046512,0.07488372093023254,0.20930232558139533,0.010232558139534881,0.18604651162790695,0.2504651162790697,0.21465116279069765,0.10511627906976742,0.1272093023255814,49.84651162790696,4.300000000000001,2
-1_0_0_0_1,0.12033639143730886,0.21605504587155963,0.04755351681957186,0.2582568807339449,0.15773700305810398,0.17865443425076452,0.14981651376146787,0.039663608562691126,0.05042813455657492,0.042201834862385317,0.11501529051987767,0.021162079510703362,0.17094801223241587,0.1480122324159021,0.18837920489296636,0.03492354740061161,0.10535168195718653,34.41926605504587,32.7,11
-1_0_0_0_3,0.12133004926108375,0.22349753694581279,0.09123152709359605,0.25359605911330046,0.12945812807881774,0.2153694581280788,0.14773399014778324,0.06502463054187192,0.05024630541871921,0.03704433497536946,0.12832512315270936,0.018620689655172412,0.16640394088669952,0.15679802955665023,0.18802955665024632,0.05635467980295566,0.08699507389162563,37.52857142857143,20.3,7
-1_0_0_1_1,0.13573529411764707,0.3055882352941176,0.09073529411764707,0.35044117647058826,0.15823529411764709,0.28294117647058825,0.19499999999999998,0.061176470588235304,0.04441176470588235,0.08367647058823528,0.17191176470588238,0.03,0.2248529411764706,0.18794117647058822,0.25323529411764706,0.05602941176470588,0.0801470588235294,49.575,6.8,3
-1_0_0_1_2,0.056114398422090726,0.0819723865877712,0.019388560157790932,0.11867850098619331,0.0735897435897436,0.06447731755424065,0.05230769230769231,0.023293885601577913,0.028067061143984225,0.0121301775147929,0.0444181459566075,0.0132741617357002,0.06558185404339252,0.050493096646942806,0.08757396449704141,0.018757396449704145,0.03842209072978304,13.966666666666669,50.699999999999996,7
-1_0_0_1_3,0.07898128898128898,0.12891891891891893,0.030145530145530144,0.17775467775467776,0.10390852390852391,0.103991683991684,0.09598752598752598,0.04467775467775468,0.02363825363825364,0.03201663201663202,0.08008316008316008,0.008108108108108109,0.10409563409563409,0.09316008316008316,0.11474012474012474,0.03598752598752599,0.0437006237006237,20.654885654885653,48.1,10
-1_0_1_1_1,0.05517730496453901,0.08666666666666667,0.02432624113475177,0.1175177304964539,0.07460992907801418,0.0673049645390071,0.06177304964539007,0.01148936170212766,0.017588652482269505,0.01049645390070922,0.06042553191489362,0.002127659574468085,0.06390070921985816,0.07304964539007093,0.06879432624113475,0.01624113475177305,0.029929078014184398,14.578014184397164,14.1,2
-1_0_1_1_3,0.09087719298245614,0.17228070175438595,0.0431578947368421,0.22,0.11807017543859648,0.14517543859649124,0.09921052631578947,0.04947368421052632,0.04456140350877193,0.03692982456140351,0.09868421052631579,0.020701754385964912,0.11991228070175439,0.09368421052631579,0.1694736842105263,0.04368421052631579,0.07070175438596492,27.228070175438592,11.4,3
0_0_0_0_1,0.03916666666666667,0.169375,0.0,0.20833333333333334,0.078125,0.13020833333333334,0.07104166666666667,0.045833333333333344,0.005,0.015208333333333332,0.121875,0.010208333333333335,0.08125,0.12645833333333334,0.081875,0.043125,0.0725,20.208333333333336,4.8,1
0_0_0_0_3,0.19909090909090907,0.25590909090909086,0.0,0.45454545454545453,0.28909090909090907,0.16545454545454544,0.18636363636363634,0.05818181818181818,0.02318181818181818,0.08136363636363636,0.175,0.06999999999999999,0.2563636363636363,0.21045454545454545,0.24409090909090908,0.030454545454545453,0.0,49.65454545454545,2.2,1
0_0_0_1_3,0.0746938775510204,0.2314285714285714,0.028775510204081634,0.2773469387755102,0.0913265306122449,0.21479591836734693,0.16234693877551018,0.06979591836734693,0.03357142857142857,0.04530612244897959,0.10255102040816325,0.007653061224489795,0.17,0.12816326530612243,0.17795918367346938,0.05326530612244898,0.06908163265306122,30.66632653061224,9.8,3
