player_id,archetype_id
1628988,6
203932,1
1630598,8
202692,6
201143,1
1630197,7
1627936,6
1629599,4
1630578,1
203083,3
203952,1
1629014,6
203076,2
1630162,5
203085,6
202340,4
1630559,4
1630245,4
1628389,2
203463,4
1626171,1
203992,4
202711,4
1630538,6
203078,5
1629634,3
1627742,5
1628971,8
1627741,4
1629604,4
203468,5
1628997,8
1630595,6
1630560,4
1629661,4
1626166,6
1627747,5
2546,1
1626224,4
1629002,8
1628449,8
101108,5
1629643,4
1626174,1
1628998,8
203991,3
1629632,4
1630175,5
202709,6
1630557,4
1626156,5
203081,5
1627745,3
1627814,4
1629655,3
201568,1
1629647,8
1629636,5
1630558,6
1628368,5
1629631,4
1629001,4
201942,5
1629028,3
1627749,5
1630166,4
1626153,6
203471,6
1628401,6
1630217,4
1626164,5
1630170,4
203473,8
1628984,6
1627734,2
1628378,5
1627827,4
1628978,4
203926,7
203110,1
1629234,3
1629130,4
203939,3
202339,6
203095,7
1630596,3
1630532,8
201569,6
1627832,5
1629216,6
202066,4
203914,4
1629726,4
1627780,8
1629018,6
201588,4
1627777,4
203507,2
202330,1
1629684,4
1628960,4
203084,1
202355,3
1630529,8
1630193,6
1630171,4
1628392,3
1630191,3
1627826,3
1629630,5
203210,8
201580,3
203109,4
1630183,7
1630256,8
1627751,3
1628973,6
1630224,4
1630591,6
201935,5
201949,8
1628991,1
1629020,8
1628386,3
1629750,8
1629637,8
1627759,1
1628369,5
201145,8
203924,1
1630526,8
202710,1
204060,6
203954,2
1628381,1
1629723,8
202685,2
1630228,8
203903,4
1629670,4
1629673,5
1630528,4
1630581,5
1630182,8
1628404,8
201950,5
203944,1
203200,4
203994,2
1630231,8
1626157,2
1629640,4
1626162,4
1629026,8
203484,4
1628989,4
201142,1
201567,1
1629645,5
1626172,8
203114,5
203937,8
204001,2
1628398,1
200768,5
202681,5
200746,1
1630163,5
1630205,8
1629013,4
1626204,8
1628374,1
2544,1
1629022,4
1628366,7
1629652,4
1629029,5
1628379,4
1627763,5
1627736,4
1628370,4
202694,1
203935,6
1628963,8
203486,3
1629680,4
1629622,4
1628467,4
1628969,8
201144,6
1628970,1
1629011,3
1628420,6
1626149,3
1626167,1
1629642,4
1629675,8
202357,8
1629638,4
201587,4
203999,2
202696,2
1626181,7
1630167,8
1628384,1
200782,8
1629023,8
1627783,1
1626192,4
201976,7
201988,4
202331,5
1630202,6
1630173,8
1629628,1
203526,6
203493,4
1626158,3
203496,4
1629057,3
1626220,4
200752,4
203497,3
201566,5
1630180,1
1630567,1
203552,6
1628983,5
1629003,6
203915,6
201939,5
203500,3
1629659,6
1627752,4
1629611,8
203082,4
1626179,6
203501,4
202699,1
1628470,4
1629027,5
1630200,6
1630544,4
1626168,8
1628972,4
1629639,5
1630169,5
1630178,6
1626145,6
1628976,3
202083,4
203115,6
203897,5
1630533,7
