outcome,matchup_id,z_off_0,z_def_0,z_off_1,z_def_1,z_off_2,z_def_2,z_off_3,z_def_3,z_off_4,z_def_4,z_off_5,z_def_5,z_off_6,z_def_6,z_off_7,z_def_7
0,0_vs_0,0.0,0.0,-0.55,0.0,0.0,0.67,0.0,0.0,2.26,-1.98,0.0,0.0,0.0,-0.48,-0.69,-2.26
0,0_vs_0,0.0,0.0,0.15,-0.01,0.0,0.0,0.0,0.0,3.56,0.0,-1.6099999999999999,0.7,0.0,2.09,-1.08,0.18
17,0_vs_0,0.0,0.0,-0.71,0.0,1.05,2.96,0.0,0.0,1.6,-3.17,-1.94,0.31,0.0,0.0,-0.07,-0.67
0,0_vs_0,0.0,0.0,0.0,0.82,0.0,3.1100000000000003,0.0,0.0,2.83,0.0,-2.51,0.0,0.0,-0.48,1.09,0.1
7,0_vs_0,0.0,0.0,0.0,0.5,0.51,2.12,0.0,0.0,3.25,-0.73,0.0,0.0,-0.57,0.0,0.49000000000000005,0.1
0,0_vs_0,0.0,0.0,-0.23,0.0,-0.82,-0.87,0.0,0.0,3.81,-0.26,0.08,0.0,0.0,-2.63,-0.33,-0.29
28,0_vs_0,0.0,0.0,0.0,0.18,-1.68,1.77,0.0,0.0,6.71,-0.63,0.0,0.0,0.0,0.0,0.98,0.0
11,0_vs_0,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,2.11,-0.32999999999999996,0.0,0.0,-2.9,0.44,-1.9200000000000002,2.6
0,0_vs_0,0.0,0.0,0.0,0.030000000000000013,0.0,0.0,0.0,0.0,2.83,0.0,1.46,-0.07,0.0,-0.56,1.09,1.06
0,0_vs_0,0.0,0.0,-1.04,0.0,0.91,1.43,0.0,0.0,3.61,-0.51,0.0,0.0,0.0,0.08,1.11,-0.17
0,0_vs_0,0.0,0.0,-0.25,-0.01,0.92,0.0,0.0,0.0,1.8,-0.36,-0.6,0.0,0.0,-0.13,0.69,1.95
0,0_vs_0,0.0,0.0,-0.39,-0.040000000000000036,0.0,1.5,0.0,0.0,4.42,-1.98,0.0,1.13,0.0,0.0,3.26,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,7.539999999999999,-2.99,0.0,0.0,0.0,0.0,-0.25999999999999984,-0.84
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.44,-1.16,0.08,-1.73,-1.7600000000000002
0,0_vs_0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,5.67,-0.31,1.4,1.43,0.0,0.0,1.53,0.0
0,0_vs_0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.82,-0.62,-0.51,-1.31,0.86,0.0,0.27,-0.64
0,0_vs_0,0.0,0.0,0.07,0.0,0.65,0.0,0.0,0.0,3.21,0.39,0.0,0.84,0.0,0.74,1.03,-2.8
0,0_vs_0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,5.67,-0.31,1.4,0.02,0.0,0.0,1.53,0.0
0,0_vs_0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,5.24,-0.32999999999999996,-2.32,1.98,0.0,0.0,0.99,1.86
8,0_vs_0,0.0,0.0,-1.52,0.09,-0.1,0.0,0.0,0.0,3.39,0.0,0.0,0.35,-1.02,0.0,0.58,1.3199999999999998
0,0_vs_0,0.0,0.0,2.12,0.0,0.0,0.03,0.0,0.0,5.27,2.1,-2.37,0.0,0.0,1.18,1.07,-0.84
0,0_vs_0,0.0,0.0,0.46,0.0,0.0,0.49,0.0,0.0,3.02,0.0,0.61,1.66,0.0,-0.68,-0.07,1.5
12,0_vs_0,0.0,0.0,-0.1,-0.25,-1.28,1.77,0.0,0.0,6.7,-0.62,0.0,0.0,0.0,0.0,0.0,1.77
0,0_vs_0,0.0,0.0,0.0,0.0,-1.58,0.0,0.0,0.0,0.0,-0.6,-0.07,0.24,0.66,-1.24,-0.15000000000000002,-1.86
0,0_vs_0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,1.17,0.07000000000000006,0.0,-0.75,1.2400000000000002
0,0_vs_0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.82,-1.11,-2.32,1.79,0.86,-1.11,-0.01,2.26
0,2_vs_0,0.0,0.0,-2.77,0.0,1.05,0.41,0.0,0.0,0.0,-0.92,0.21,0.0,0.29,0.0,0.0,-1.9700000000000002
0,0_vs_0,0.0,0.0,0.0,0.94,0.0,1.36,0.0,0.0,4.63,-0.95,0.0,0.0,-0.38,0.04,0.07,0.0
2,0_vs_0,0.0,0.0,0.0,0.0,-0.1,1.43,0.0,0.0,6.04,-0.51,-0.16,0.0,0.0,0.08,1.81,-1.36
0,0_vs_0,0.0,0.0,-0.55,1.85,0.63,1.36,0.0,0.0,2.26,-0.95,0.0,0.0,0.0,0.0,-0.07,0.47
0,0_vs_0,0.0,0.0,0.0,0.01,0.0,0.46,0.0,0.0,4.58,-0.62,0.08,0.59,0.0,0.0,-2.64,-0.64
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,7.76,-0.73,-2.32,0.0,0.0,0.0,-3.09,-0.58
22,0_vs_0,0.0,0.0,-2.21,1.3199999999999998,5.15,3.1100000000000003,0.0,0.0,2.74,-0.62,0.0,0.0,0.0,0.0,1.1,0.0
3,0_vs_0,0.0,0.0,0.28,0.0,0.03,1.89,0.0,0.0,0.0,0.9500000000000001,-0.51,0.0,0.0,0.0,0.28,-1.87
0,0_vs_0,0.0,0.0,0.0,0.0,-1.5,2.18,0.0,0.0,3.56,0.11999999999999988,0.0,0.0,0.0,0.0,-3.09,-1.4200000000000002
0,0_vs_0,0.0,0.0,0.0,0.0,-0.67,1.22,0.0,0.0,4.159999999999999,-1.01,0.5,0.0,0.0,0.0,0.54,-0.6699999999999999
0,0_vs_0,0.0,0.0,-0.39,0.0,0.0,0.43,0.0,0.0,0.0,-2.49,0.0,0.0,0.0,0.0,3.8899999999999997,-0.7999999999999999
0,0_vs_0,0.0,0.0,1.52,-0.09,0.0,0.0,0.0,0.0,5.67,0.62,-0.54,0.0,0.0,0.0,-0.39,1.4500000000000002
0,0_vs_0,0.0,0.0,0.0,0.0,2.9099999999999997,3.0,0.0,0.0,8.36,2.1100000000000003,0.0,0.0,0.0,1.92,-0.08,-0.43
0,0_vs_0,0.0,0.0,-1.98,0.0,0.92,1.4,0.0,0.0,0.0,-0.48,0.0,-0.52,-1.18,0.0,0.38,-0.18000000000000005
0,0_vs_0,0.0,0.0,0.0,0.0,1.39,3.0,0.0,0.0,-0.28,2.1100000000000003,0.0,0.0,0.0,1.92,0.41000000000000003,-0.43
4,0_vs_0,0.0,0.0,-3.71,0.51,0.0,3.54,0.0,0.0,0.0,-0.16,-0.67,0.0,-1.03,0.94,-0.4,1.2
0,0_vs_0,0.0,0.0,0.0,0.0,-1.54,3.0,0.0,0.0,0.8,2.1100000000000003,-0.84,0.0,-1.95,1.92,1.73,-0.43
0,0_vs_0,0.0,0.0,0.07,-0.6799999999999999,2.26,0.0,0.0,0.0,3.21,0.14,0.0,1.93,2.18,0.0,0.25,1.86
0,0_vs_0,0.0,0.0,0.0,0.0,1.05,1.99,0.0,0.0,4.62,-0.38,-1.94,2.06,0.0,-1.12,-0.07,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-1.3,1.41,0.0,0.0,4.54,-0.36,0.0,0.0,0.0,0.040000000000000036,-0.8,0.18
0,0_vs_0,0.0,0.0,-1.27,-0.06,0.0,0.49,0.0,0.0,1.6,-0.74,0.61,0.0,0.29,0.0,0.0,0.06
8,0_vs_0,0.0,0.0,0.0,0.82,-1.0,3.1100000000000003,0.0,0.0,1.37,-0.11,0.0,0.0,0.0,-0.48,0.19,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,1.05,1.05,0.0,0.0,1.6,0.0,-1.94,0.0,0.29,0.0,-0.07,-4.989999999999999
0,0_vs_0,0.0,0.0,-0.96,0.0,1.39,0.41,0.0,0.0,3.92,-2.0300000000000002,0.0,0.0,1.97,0.0,0.0,-0.7999999999999999
0,0_vs_0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,4.42,-0.22,0.0,1.17,0.0,-1.12,3.8899999999999997,0.0
9,0_vs_0,0.0,0.0,0.0,-0.09,0.51,0.0,0.0,0.0,3.25,0.14,0.0,1.93,-0.57,-0.54,0.49000000000000005,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,5.24,0.0,-0.51,0.73,0.0,1.71,1.28,1.2
4,0_vs_0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.25,0.0,0.21,1.98,0.07000000000000006,2.09,-0.75,0.18
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,0.0,2.07,-1.5999999999999999,0.0,0.0,-1.18,0.0,1.07,-0.6400000000000001
0,0_vs_0,0.0,0.0,0.0,0.0,-1.58,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.66,-0.62,-2.1,-0.4
2,0_vs_0,0.0,0.0,0.0,0.5,-0.82,0.99,0.0,0.0,4.58,-0.62,0.0,0.0,0.0,-0.48,1.7599999999999998,0.1
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,4.62,-0.62,-1.33,-1.24,0.0,0.0,0.0,1.13
2,0_vs_0,0.0,0.0,0.0,0.82,-1.0,3.1100000000000003,0.0,0.0,1.37,-0.73,0.0,0.0,0.0,0.0,0.19,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,5.27,-2.99,0.0,0.0,-1.24,0.0,0.8700000000000001,-0.84
0,0_vs_0,0.0,0.0,-0.28,0.0,0.0,2.69,0.0,0.0,8.36,0.8700000000000001,-0.64,0.0,0.0,1.18,0.25,-0.89
8,0_vs_0,0.0,0.0,-1.61,1.25,0.0,0.41,0.0,0.0,0.8,-1.38,-0.67,0.0,-1.03,0.0,-0.4,-0.7999999999999999
0,0_vs_0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,4.159999999999999,0.0,0.0,1.98,0.0,-0.98,-0.10999999999999999,2.64
0,0_vs_0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.4,-0.16,0.25,0.73,0.0,0.94,0.91,2.11
0,0_vs_0,0.0,0.0,0.0,0.0,0.03,1.77,0.0,0.0,5.24,-0.62,0.0,0.0,0.0,0.0,0.99,1.99
0,0_vs_0,0.0,0.0,-2.77,0.0,-0.88,0.0,0.0,0.0,3.02,-0.92,0.0,1.15,0.0,0.0,-0.07,-1.1300000000000001
0,0_vs_0,0.0,0.0,-1.98,0.0,0.0,1.4,0.0,0.0,0.0,-1.8,-0.6,0.0,-1.18,0.0,1.08,3.71
0,0_vs_0,0.0,0.0,0.0,0.0,1.05,1.99,0.0,0.0,4.62,-0.38,-1.94,2.06,0.0,-1.12,-0.07,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.51,0.43,0.0,0.0,3.25,-1.3,0.21,0.0,-0.57,0.0,-0.06,1.67
12,2_vs_0,0.0,0.0,-3.2199999999999998,0.0,1.05,0.0,0.0,0.0,0.0,0.0,-1.94,1.21,0.29,0.04,0.0,-1.9700000000000002
0,0_vs_0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,-0.95,0.0,-0.11,1.8,0.81,2.0300000000000002,-0.08999999999999997
0,0_vs_0,0.0,0.0,-0.12,0.5,-0.19,3.1100000000000003,0.0,0.0,0.0,-0.73,0.0,0.0,-2.9,0.0,-1.9200000000000002,0.0
0,0_vs_0,0.0,0.0,-0.28,-0.28,2.9099999999999997,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.04,1.03,1.38
0,0_vs_0,0.0,0.0,-1.72,1.47,1.05,0.0,0.0,0.0,1.6,0.39,0.21,1.9100000000000001,0.29,0.0,0.0,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.92,3.54,0.0,0.0,2.07,-0.32,0.0,0.0,0.0,0.0,0.52,2.11
0,0_vs_0,0.0,0.0,0.0,0.0,-1.22,0.0,0.0,0.0,3.8099999999999996,-0.32999999999999996,0.0,0.0,-0.29,0.44,-1.64,1.9000000000000001
0,0_vs_0,0.0,0.0,-1.61,0.0,-1.54,0.0,0.0,0.0,0.8,-1.5999999999999999,0.0,0.51,-1.7,0.0,1.73,-2.74
36,0_vs_0,0.0,0.0,-3.02,-0.03,0.0,0.0,0.0,0.0,0.0,-1.32,0.0,-0.52,0.0,0.0,0.5900000000000001,-0.6900000000000001
7,0_vs_0,0.0,0.0,0.0,1.5699999999999998,0.01,1.36,0.0,0.0,7.76,-0.6,0.0,0.0,0.0,0.0,-0.99,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-1.28,3.54,0.0,0.0,3.88,-0.16,0.0,0.0,0.54,0.77,-2.5100000000000002,1.26
0,0_vs_0,0.0,0.0,0.0,0.0,-1.28,0.43,0.0,0.0,3.87,-0.91,0.0,0.0,0.0,0.46,1.88,-1.58
6,0_vs_0,0.0,0.0,1.52,0.31,0.0,0.0,0.0,0.0,5.67,1.35,1.4,1.66,0.0,0.0,-0.19,-0.09
4,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,1.6,-2.49,-1.54,0.0,0.29,0.94,-0.07,0.5599999999999999
8,0_vs_0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,-1.64,0.0,0.0,-0.7400000000000002,-1.52,0.44999999999999996,-0.29
0,0_vs_0,0.0,0.0,0.0,0.31,0.0,1.22,0.0,0.0,5.24,-1.01,-2.32,0.0,0.0,0.0,0.99,-0.84
0,0_vs_0,0.0,0.0,-1.29,0.0,0.0,3.0,0.0,0.0,4.27,0.53,0.11,1.0,0.0,1.92,-1.93,-0.43
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,-0.28,-2.49,-0.4,0.0,1.92,-1.11,-1.02,-0.29
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,-1.43,-1.28,0.63,1.42,-0.29,1.07,-1.1
9,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,-0.62,-1.72,-0.65,-1.69,0.0,-1.08,-0.42000000000000004
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,7.539999999999999,-2.99,0.0,0.0,-0.47,0.0,-0.05999999999999983,-0.84
0,0_vs_0,0.0,0.0,-1.58,0.0,0.06,0.0,0.0,0.0,0.55,0.77,0.0,1.96,-0.51,0.0,-0.48,0.75
7,0_vs_0,0.0,0.0,0.0,0.0,6.79,-0.87,0.0,0.0,2.74,-2.49,0.0,0.0,0.0,-1.11,-2.84,-0.29
0,0_vs_0,0.0,0.0,-1.58,1.91,0.06,0.33,0.0,0.0,0.0,-1.06,0.0,0.0,-0.51,0.0,0.96,-0.41
29,0_vs_0,0.0,0.0,-1.58,0.0,0.06,0.0,0.0,0.0,0.55,-1.5999999999999999,0.0,2.89,-0.51,-0.47,-0.48,0.71
24,0_vs_0,0.0,0.0,0.0,0.0,0.03,3.54,0.0,0.0,5.24,0.0,0.0,0.73,0.0,1.71,1.28,1.2
0,0_vs_0,0.0,0.0,-1.6800000000000002,0.27,-0.19,-0.07,0.0,0.0,0.0,-0.98,0.0,0.0,-1.18,-0.4,-0.51,0.0
3,0_vs_0,0.0,0.0,-1.98,0.0,0.0,0.0,0.0,0.0,3.3099999999999996,0.0,0.0,1.8,0.0,0.59,0.47000000000000003,1.2400000000000002
0,0_vs_0,0.0,0.0,0.46,0.0,1.05,1.31,0.0,0.0,0.0,-0.62,-1.54,-1.24,0.29,0.0,0.0,1.13
31,0_vs_0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,2.07,3.01,-0.6,0.0,0.0,0.0,0.38,-0.16999999999999993
0,0_vs_0,0.0,0.0,0.0,-0.36,1.05,1.14,0.0,0.0,4.62,-2.49,0.21,0.0,0.0,-0.37,-0.07,1.15
0,0_vs_0,0.0,0.0,-0.55,1.49,-0.25,0.0,0.0,0.0,0.0,-0.36,0.39,4.29,0.0,0.0,-0.07,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-0.82,0.41,0.0,0.0,3.81,-0.92,0.0,0.0,-0.38,0.0,-2.64,-1.1300000000000001
0,0_vs_0,0.0,0.0,-0.28,0.0,2.9099999999999997,0.0,0.0,0.0,0.0,0.0,-0.64,3.01,0.19,1.7,0.0,1.95
0,0_vs_0,0.0,0.0,-0.31,1.85,0.0,1.36,0.0,0.0,3.61,-0.6,-0.95,0.0,0.0,0.0,1.11,0.47
0,0_vs_0,0.0,0.0,0.0,0.0,-1.22,1.73,0.0,0.0,2.01,0.62,0.0,0.0,0.13000000000000006,0.0,0.0,2.6
14,0_vs_0,0.0,0.0,0.0,1.85,0.63,0.0,0.0,0.0,0.4,0.0,0.0,0.04,0.0,0.81,-1.73,0.09
0,0_vs_0,0.0,0.0,0.0,0.0,0.51,0.03,0.0,0.0,0.0,0.48,0.0,0.0,0.07000000000000006,0.36,0.49000000000000005,0.05
0,0_vs_0,0.0,0.0,0.0,0.89,1.39,0.67,0.0,0.0,-0.28,-1.98,-0.92,0.0,-0.45,0.0,-0.06,-1.05
0,0_vs_0,0.0,0.0,2.12,0.53,0.0,-0.87,0.0,0.0,2.27,0.0,-0.43,0.0,0.0,-1.48,-0.05999999999999983,-0.29
0,0_vs_0,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,0.0,3.25,-1.18,0.21,0.0,0.0,0.9799999999999999,-0.81,-0.01
0,0_vs_0,0.0,0.0,-0.39,0.51,0.0,3.54,0.0,0.0,4.42,-0.6,-1.93,0.0,0.54,0.0,0.63,1.2
0,0_vs_0,0.0,0.0,0.0,-0.03,0.92,1.4,0.0,0.0,0.0,-1.32,0.0,0.9,-1.18,0.0,0.82,-1.05
0,0_vs_0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.4,-0.22,0.0,-0.07,0.26,-2.17,-1.16,-1.07
0,0_vs_0,0.0,0.0,-0.25,0.0,0.92,1.4,0.0,0.0,1.8,-0.48,-0.6,0.0,0.0,-1.05,0.69,0.68
7,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,0.16,-0.99,0.64,0.77,-0.25999999999999995,0.91
0,0_vs_0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.88,-1.16,0.0,0.35,0.0,0.0,-2.52,1.13
0,0_vs_0,0.0,0.0,-1.21,-1.13,0.0,0.0,0.0,0.0,0.55,-1.16,-1.28,0.51,-0.51,-0.47,1.07,0.7
0,0_vs_0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,-0.92,-1.28,0.04,1.42,0.0,1.44,-0.84
0,0_vs_0,0.0,0.0,0.4,0.0,6.79,0.0,0.0,0.0,2.74,0.53,0.0,1.0,0.0,1.92,1.5,-1.64
0,0_vs_0,0.0,0.0,0.0,0.31,0.0,1.22,0.0,0.0,0.55,-1.98,-1.28,0.0,-0.38,0.0,0.96,-0.84
13,0_vs_0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.83,0.8199999999999998,-2.63,1.03,-0.29
0,0_vs_0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,2.93,-0.6,0.0,0.73,0.0,0.0,-3.1399999999999997,1.56
5,0_vs_0,0.0,0.0,0.49,0.0,0.0,1.89,0.0,0.0,5.67,1.58,1.43,0.0,0.0,0.0,-0.39,-0.4
2,0_vs_0,0.0,0.0,-0.23,-0.84,0.0,3.0,0.0,0.0,0.82,0.53,0.08,1.0,0.0,0.0,0.07,-1.21
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,2.56,0.0,0.0,0.0,-1.29,0.0,0.47,1.3499999999999999
0,0_vs_0,0.0,0.0,-0.39,0.0,0.0,2.12,0.0,0.0,0.0,-0.62,-1.93,1.35,0.54,-0.18,2.7199999999999998,-0.84
0,0_vs_0,0.0,0.0,0.0,0.0,1.05,2.18,0.0,0.0,4.62,-0.78,-1.94,0.0,0.0,0.0,-0.07,1.49
4,0_vs_0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,4.6899999999999995,-0.48,-1.28,0.9,1.97,0.0,0.0,1.7599999999999998
15,0_vs_0,0.0,0.0,0.0,0.0,0.0,3.1100000000000003,0.0,0.0,-0.11,-0.73,0.5,0.0,0.0,-0.48,0.43000000000000005,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,0.0,-1.38,-0.51,1.0,-1.03,-1.11,1.73,1.9699999999999998
0,0_vs_0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,-0.28,-0.16,0.0,0.73,0.8199999999999998,0.77,1.03,0.35
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,1.0,0.54,1.38,2.36,1.64
2,0_vs_0,0.0,0.0,0.0,0.0,-0.19,0.0,0.0,0.0,2.11,-0.32999999999999996,0.0,0.0,-2.9,0.44,-1.9200000000000002,2.6
16,0_vs_0,0.0,0.0,0.0,0.0,0.63,0.65,0.0,0.0,0.0,1.4500000000000002,-1.65,0.0,-2.28,0.0,0.74,0.2899999999999999
0,0_vs_0,0.0,0.0,0.0,0.0,1.05,1.99,0.0,0.0,4.62,-0.38,-1.94,2.06,0.0,-1.12,-0.07,0.0
19,0_vs_0,0.0,0.0,0.0,-0.84,-1.68,0.0,0.0,0.0,2.83,0.6900000000000001,0.0,0.0,0.29,0.0,0.98,-1.64
2,0_vs_0,0.0,0.0,0.0,0.0,0.13,2.7199999999999998,0.0,0.0,2.83,0.48,0.0,0.0,0.0,0.0,1.09,-0.45
23,0_vs_0,0.0,0.0,-1.72,-0.59,0.0,0.0,0.0,0.0,1.6,0.14,0.61,3.91,0.0,0.0,-0.07,0.04
31,0_vs_0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,5.67,-0.31,1.4,0.02,0.0,0.0,1.53,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.92,1.99,0.0,0.0,2.07,-0.16,-3.75,1.43,0.0,-1.12,0.69,-0.35
0,0_vs_0,0.0,0.0,0.0,0.0,-0.82,0.43,0.0,0.0,3.81,-1.24,0.0,0.0,-0.38,0.0,1.7599999999999998,0.5999999999999999
0,0_vs_0,0.0,0.0,0.0,-0.6799999999999999,0.0,1.73,0.0,0.0,4.62,0.62,0.010000000000000009,0.0,-0.47,0.0,0.0,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,3.87,-0.32,-3.34,0.0,0.0,0.0,1.88,1.64
0,0_vs_0,0.0,0.0,-1.72,1.5,0.17000000000000004,1.41,0.0,0.0,3.02,-0.36,0.0,0.0,0.0,-0.35,-0.07,0.18
0,0_vs_0,0.0,0.0,-0.6799999999999999,0.51,1.05,0.0,0.0,0.0,4.62,-0.16,0.0,-0.99,0.0,0.94,0.0,1.2
15,0_vs_0,0.0,0.0,-1.98,0.0,0.0,0.99,0.0,0.0,-0.28,-0.62,0.0,0.0,-0.45,-0.6599999999999999,0.94,-1.05
0,0_vs_0,0.0,0.0,0.0,0.0,0.63,1.43,0.0,0.0,0.0,-0.61,0.0,0.09,0.26,0.08,-0.9899999999999999,-0.23
0,0_vs_0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,7.0,0.39,-0.43,0.0,0.0,0.0,0.0,-4.34
34,0_vs_0,0.0,0.0,0.83,0.09,0.63,0.0,0.0,0.0,4.7299999999999995,-1.16,0.0,0.0,0.0,0.0,1.07,1.13
0,0_vs_0,0.0,0.0,-0.25,0.09,0.0,0.0,0.0,0.0,3.87,0.0,-0.6,0.0,0.0,-0.21,-0.01,0.8599999999999999
0,0_vs_0,0.0,0.0,0.0,0.0,0.51,3.1100000000000003,0.0,0.0,3.25,-0.73,0.0,0.0,-0.57,-0.48,-0.19999999999999996,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,5.27,-2.99,-0.41,0.0,-0.47,0.0,-0.05999999999999983,-0.84
0,0_vs_0,0.0,0.0,0.15,1.49,0.0,1.41,0.0,0.0,4.54,-0.36,-1.6099999999999999,0.0,0.0,-0.35,0.0,0.0
0,0_vs_0,0.0,0.0,-1.61,0.73,-1.54,0.43,0.0,0.0,0.8,-0.91,0.0,0.0,-1.7,0.0,1.73,0.5999999999999999
0,0_vs_0,0.0,0.0,0.0,0.0,2.9099999999999997,0.0,0.0,0.0,8.36,-0.32999999999999996,0.0,0.0,0.19,0.44,0.0,2.6
0,0_vs_0,0.0,0.0,0.0,0.0,0.65,0.41,0.0,0.0,3.21,-2.49,-0.64,0.04,2.18,0.0,1.11,-0.82
0,0_vs_0,0.0,0.0,0.0,0.0,-0.82,0.49,0.0,0.0,4.63,0.45000000000000007,0.0,0.0,0.0,0.0,0.07,-0.09
0,0_vs_0,0.0,0.0,-1.72,-0.09,0.0,0.0,0.0,0.0,1.6,0.14,0.21,0.0,0.29,-0.54,-0.07,0.74
0,0_vs_0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,2.07,-1.8,-0.6,0.9,0.0,0.0,1.08,2.81
5,0_vs_0,0.0,0.0,0.46,1.5,1.05,1.41,0.0,0.0,0.0,-0.36,0.4,0.0,0.29,-0.35,-0.07,0.18
0,0_vs_0,0.0,0.0,0.0,0.0,-0.67,-0.87,0.0,0.0,4.159999999999999,-2.49,0.0,0.96,0.0,-1.11,-0.8799999999999999,0.0
0,0_vs_0,0.0,0.0,0.0,-0.25,-0.82,0.46,0.0,0.0,3.81,-0.62,0.0,0.93,0.06,0.0,-3.5,-0.64
17,0_vs_0,0.0,0.0,0.0,0.0,-1.68,0.74,0.0,0.0,3.23,-1.85,0.0,0.0,0.29,0.0,-0.22,0.29
21,0_vs_0,0.0,0.0,-3.2,0.51,0.0,3.54,0.0,0.0,0.0,-0.16,-0.67,0.0,-1.95,0.0,1.73,1.56
3,0_vs_0,0.0,0.0,-1.18,0.0,2.26,1.22,0.0,0.0,8.36,-2.99,0.0,0.0,0.19,0.0,0.0,-0.84
2,0_vs_0,0.0,0.0,-1.98,0.0,0.92,2.7199999999999998,0.0,0.0,0.0,0.48,-0.6,0.35,-1.18,0.0,0.69,0.05
2,0_vs_0,0.0,0.0,0.0,0.0,-0.82,2.69,0.0,0.0,4.58,2.58,0.0,0.0,0.0,0.14,1.7599999999999998,-0.5
0,0_vs_0,0.0,0.0,0.0,0.6499999999999999,0.0,2.12,0.0,0.0,0.0,-0.11,-1.93,0.0,0.54,0.0,3.61,-0.84
8,0_vs_0,0.0,0.0,-0.23,1.62,0.0,2.18,0.0,0.0,0.0,-0.78,-1.28,0.0,-0.89,-0.77,1.07,0.0
17,0_vs_0,0.0,0.0,0.0,0.94,0.0,1.36,0.0,0.0,0.0,-0.95,-1.6500000000000001,0.0,-0.57,0.81,-0.81,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,-1.32,-1.6099999999999999,-0.52,0.0,0.0,-1.08,1.7599999999999998
29,0_vs_0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,2.07,3.01,-0.6,0.0,0.0,0.0,0.38,-0.16999999999999993
0,0_vs_0,0.0,0.0,0.0,-1.13,0.0,0.0,0.0,0.0,4.63,-0.51,0.08,0.0,0.0,-0.7,0.07,-0.17
