outcome,matchup_id,z_off_0,z_def_0,z_off_1,z_def_1,z_off_2,z_def_2,z_off_3,z_def_3,z_off_4,z_def_4,z_off_5,z_def_5,z_off_6,z_def_6,z_off_7,z_def_7
0,0_vs_0,0.0,0.0,0.0,0.0,1.05,1.99,0.0,0.0,1.6,0.0,-1.94,2.06,0.29,-2.17,-0.07,-0.45
0,0_vs_0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,4.7299999999999995,-0.6,0.0,0.87,0.0,-1.24,-1.13,-0.5200000000000001
2,0_vs_0,0.0,0.0,-1.61,0.0,-1.54,2.69,0.0,0.0,0.8,2.58,0.0,0.0,-1.7,0.0,1.73,-0.45
8,0_vs_0,0.0,0.0,0.0,1.22,0.63,0.0,0.0,0.0,0.4,0.0,0.0,-0.07,0.0,0.81,-1.73,0.09
0,0_vs_0,0.0,0.0,0.0,0.0,0.92,1.4,0.0,0.0,2.07,-1.8,0.0,0.0,0.0,0.0,0.52,-1.59
0,0_vs_0,0.0,0.0,0.83,0.0,0.0,-0.28,0.0,0.0,5.27,-1.98,0.0,1.13,-0.77,0.0,-0.05999999999999983,-0.17
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,6.7,-0.62,-1.48,0.0,0.0,0.0,-0.9,1.99
0,0_vs_0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,-0.28,0.14,0.0,1.93,1.92,0.0,-0.39,0.78
21,0_vs_0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,3.25,-0.32999999999999996,-1.6,1.98,0.0,-0.98,-0.81,0.0
0,0_vs_0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,3.59,-0.58,0.25,0.0,0.0,-1.67,0.41000000000000003,-0.01
0,0_vs_0,0.0,0.0,-0.71,0.0,1.05,2.96,0.0,0.0,1.6,-1.23,-1.94,1.21,0.0,0.0,-0.07,-0.67
5,0_vs_0,0.0,0.0,-1.58,0.0,0.06,0.0,0.0,0.0,0.55,0.77,0.0,1.96,-0.51,0.0,-0.48,0.75
11,0_vs_0,0.0,0.0,0.0,0.0,0.51,0.99,0.0,0.0,3.25,-0.73,0.0,0.0,0.0,-0.48,-0.25999999999999995,0.1
0,0_vs_0,0.0,0.0,0.66,0.01,-0.67,1.31,0.0,0.0,4.159999999999999,0.0,0.5,-1.24,0.0,0.0,0.0,1.13
0,0_vs_0,0.0,0.0,0.0,0.0,1.39,1.77,0.0,0.0,0.77,-0.62,-1.28,0.0,-0.55,0.0,0.0,1.13
22,0_vs_0,0.0,0.0,-1.72,0.0,1.05,1.99,0.0,0.0,1.6,-0.38,-1.94,-0.26,0.29,-1.12,0.0,0.0
0,0_vs_0,0.0,0.0,0.0,-0.09,-1.22,0.0,0.0,0.0,2.5199999999999996,0.62,0.0,0.0,0.6400000000000001,0.0,0.0,2.6
0,0_vs_0,0.0,0.0,-0.23,1.22,0.0,1.36,0.0,0.0,4.63,-1.5499999999999998,0.0,0.0,-0.38,0.04,-0.33,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.63,0.65,0.0,0.0,0.4,0.1,0.0,0.35,-0.86,0.0,0.91,0.2899999999999999
18,0_vs_0,0.0,0.0,-1.61,0.0,-1.54,1.99,0.0,0.0,0.8,-0.44,0.0,0.0,-1.7,-0.47,1.73,-2.74
0,0_vs_0,0.0,0.0,0.0,-0.03,0.92,1.4,0.0,0.0,0.0,-1.8,0.0,0.0,-1.18,-0.18,1.2200000000000002,0.0
0,0_vs_0,0.0,0.0,-0.1,0.0,-1.28,0.0,0.0,0.0,-0.01,-0.32999999999999996,0.0,0.0,0.0,-0.54,-0.9800000000000001,0.04
23,0_vs_0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,5.95,-0.47,0.0,0.0,0.0,-0.54,0.47,0.74
0,0_vs_0,0.0,0.0,-0.28,0.0,0.65,0.03,0.0,0.0,5.15,0.8700000000000001,-0.64,0.0,0.0,1.18,0.25,0.05
6,0_vs_0,0.0,0.0,-0.25,-0.84,0.92,3.0,0.0,0.0,0.0,0.6900000000000001,-0.6,1.0,0.0,0.0,-1.06,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,-1.38,-1.65,0.0,0.26,-2.63,-0.9899999999999999,-0.29
7,0_vs_0,0.0,0.0,0.46,-0.6799999999999999,-0.1,0.0,0.0,0.0,1.0,0.14,0.0,1.98,0.0,0.0,1.1800000000000002,0.04
0,0_vs_0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,5.95,-0.47,0.0,0.0,0.0,-0.54,-0.24,2.6
0,0_vs_0,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,0.8,-0.33,-0.43,1.43,-2.73,0.46,0.0,1.16
0,0_vs_0,0.0,0.0,-1.8000000000000003,0.0,0.0,3.0,0.0,0.0,2.11,2.1100000000000003,0.0,1.0,0.0,0.0,-1.46,-0.43
0,0_vs_0,0.0,0.0,0.0,0.94,-0.88,1.36,0.0,0.0,0.73,-0.95,0.39,0.0,0.0,0.04,-0.69,0.0
0,0_vs_0,0.0,0.55,-0.39,-0.6799999999999999,0.0,0.0,0.0,0.0,4.42,-0.47,0.0,0.0,0.54,0.0,2.7199999999999998,1.86
0,0_vs_0,0.0,0.0,0.0,0.0,0.51,2.69,0.0,0.0,5.35,0.8700000000000001,0.0,0.0,-0.57,0.0,0.55,-0.7500000000000001
0,0_vs_0,0.0,0.0,0.83,0.0,0.63,1.99,0.0,0.0,4.7299999999999995,-1.16,-0.43,0.0,0.0,0.0,0.0,1.13
0,0_vs_0,0.0,0.0,0.0,0.0,0.06,0.41,0.0,0.0,0.0,-0.92,0.0,0.04,1.42,0.0,2.51,-0.86
0,0_vs_0,0.0,0.0,-2.6399999999999997,0.0,0.0,0.0,0.0,0.0,1.6,-0.040000000000000036,0.010000000000000009,0.24,0.0,0.0,0.0,-0.5200000000000001
0,0_vs_0,0.0,0.0,0.0,0.0,0.03,3.54,0.0,0.0,5.24,0.0,0.0,0.73,0.0,1.71,1.28,1.2
0,0_vs_0,0.0,0.0,-1.98,0.0,0.0,0.41,0.0,0.0,1.6,0.0,-1.54,0.04,0.0,0.04,0.0,-0.7999999999999999
16,0_vs_0,0.0,0.0,-1.04,0.0,1.05,0.0,0.0,0.0,1.6,0.0,0.4,0.37,0.0,-0.18,0.0,-3.91
0,0_vs_0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2.83,-1.5999999999999999,-1.93,0.51,0.0,0.0,0.2,-2.74
0,0_vs_0,0.0,0.0,-0.71,1.47,0.0,0.0,0.0,0.0,4.62,0.39,0.21,-0.07,0.29,0.0,0.0,-0.41
4,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-2.49,-4.22,2.06,0.26,-0.5900000000000001,-1.9,-0.45
22,0_vs_0,0.0,0.0,0.66,0.0,-0.67,0.0,0.0,0.0,0.0,-0.47,0.0,0.0,0.0,-0.54,-0.47999999999999987,0.78
21,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,5.24,-0.48,-2.32,-0.52,0.86,0.0,-0.01,2.81
0,0_vs_0,0.0,0.0,0.0,0.0,0.13,3.1100000000000003,0.0,0.0,2.83,-0.11,0.0,0.0,0.0,-0.48,1.09,0.1
3,0_vs_0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,7.8999999999999995,-3.46,0.25,0.0,0.0,-1.38,0.48000000000000004,0.0
14,0_vs_0,0.0,0.0,1.52,0.0,0.0,3.1100000000000003,0.0,0.0,5.67,-0.73,1.43,0.0,0.0,-0.48,1.33,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-1.28,0.0,0.0,0.0,3.87,-0.97,-2.04,0.56,0.0,0.46,-1.61,-0.51
0,0_vs_0,0.0,0.0,0.83,0.09,0.63,1.99,0.0,0.0,4.7299999999999995,-1.16,-0.43,0.0,0.0,0.0,0.0,1.89
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,-2.99,0.0,0.0,-1.24,0.0,-0.25999999999999984,-0.17
0,0_vs_0,0.0,0.0,-0.81,-0.25,0.0,1.31,0.0,0.0,6.71,-0.62,-3.34,-1.24,0.54,0.0,0.0,1.77
0,0_vs_0,0.0,0.0,-1.72,0.0,-0.88,0.0,0.0,0.0,3.02,0.0,0.0,2.06,0.29,-0.5900000000000001,-0.07,0.5599999999999999
2,0_vs_0,0.0,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,-0.38,-1.12,1.45,0.66,0.0,-0.6900000000000001,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,-0.97,-4.06,0.0,0.0,0.46,0.28,0.5999999999999999
0,0_vs_0,0.0,0.0,0.0,-0.25,-0.82,0.46,0.0,0.0,3.81,-0.62,0.0,-1.24,0.06,0.0,-3.5,-0.64
0,0_vs_0,0.0,0.0,-1.08,-0.76,0.0,1.78,0.0,0.0,4.63,-0.31,0.0,0.0,0.0,0.0,0.07,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-1.51,-0.87,0.0,0.0,4.2,-1.64,0.0,0.0,-0.86,-1.52,-0.99,-0.41
6,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,-1.32,-1.6099999999999999,-0.52,0.0,0.0,-1.08,1.7599999999999998
0,0_vs_0,0.0,0.0,0.0,0.73,2.9099999999999997,0.67,0.0,0.0,3.21,-1.98,0.0,1.13,2.18,0.0,0.25,-0.84
0,0_vs_0,0.0,0.0,0.0,0.31,0.0,0.39,0.0,0.0,7.539999999999999,-1.98,0.0,0.0,-0.47,0.0,-0.05999999999999983,-0.84
11,0_vs_0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.25,0.0,0.21,1.98,0.07000000000000006,2.09,-0.75,0.18
0,0_vs_0,0.0,0.0,0.15,0.0,0.0,1.4,0.0,0.0,3.56,-1.32,-1.16,-0.52,0.0,0.0,-3.01,3.71
0,0_vs_0,0.0,0.0,0.0,0.0,-0.25,1.77,0.0,0.0,2.83,-0.62,0.0,0.0,0.0,0.0,0.89,1.99
8,0_vs_0,0.0,0.0,0.0,0.0,1.39,1.77,0.0,0.0,0.77,-0.62,0.0,0.0,1.42,0.0,0.0,-0.42000000000000004
0,0_vs_0,0.0,0.0,0.0,0.82,0.0,2.12,0.0,0.0,2.83,-0.11,-4.4399999999999995,0.0,0.0,-0.48,0.2,0.1
48,0_vs_0,0.0,0.0,0.0,0.0,-1.78,0.0,0.0,0.0,2.65,-1.8,0.0,-0.52,0.0,0.0,-1.63,3.71
0,0_vs_0,0.0,0.0,0.0,1.22,0.63,1.36,0.0,0.0,0.4,-0.95,0.25,0.04,-1.42,0.0,0.74,0.09
0,0_vs_0,0.0,0.0,-1.52,0.41,-0.1,1.78,0.0,0.0,2.93,0.0,0.0,0.02,0.0,0.0,-2.51,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-0.82,0.0,0.0,0.0,4.58,-2.49,0.0,2.06,0.0,0.94,-2.64,0.7
0,0_vs_0,0.0,0.0,-0.28,-0.25,2.9099999999999997,1.77,0.0,0.0,8.36,-0.62,0.0,0.0,0.0,0.0,0.0,0.22
12,0_vs_0,0.0,0.0,0.0,0.0,-1.51,3.0,0.0,0.0,3.56,0.53,0.0,0.0,0.0,1.92,-2.8899999999999997,1.64
0,0_vs_0,0.0,0.0,-0.81,-0.25,-1.28,1.31,0.0,0.0,6.7,0.0,0.0,-1.24,0.0,0.0,0.0,1.13
0,0_vs_0,0.0,0.0,0.0,0.0,0.65,1.73,0.0,0.0,3.21,0.010000000000000009,0.0,0.0,0.19,0.0,0.16999999999999998,2.6
0,0_vs_0,0.0,0.0,-2.8,0.09,-0.13,0.0,0.0,0.0,1.73,0.0,0.0,0.0,-1.1,0.0,0.0,1.57
0,0_vs_0,0.0,0.0,-0.73,1.5,-1.0,1.41,0.0,0.0,0.91,-0.36,-1.18,0.0,0.17,-0.35,0.0,0.18
0,0_vs_0,0.0,0.0,0.0,0.0,-1.28,3.54,0.0,0.0,3.88,-0.16,-2.04,0.0,0.54,0.77,-1.61,1.26
0,0_vs_0,0.0,0.0,0.0,0.73,-1.28,0.43,0.0,0.0,3.87,-0.97,0.0,0.0,0.0,0.0,-0.9800000000000001,-1.07
0,0_vs_0,0.0,0.0,0.0,0.0,1.19,2.7199999999999998,0.0,0.0,3.39,2.6100000000000003,0.0,0.0,0.0,0.0,0.47,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,-1.58,3.0,0.0,0.0,-0.01,0.53,0.0,1.0,0.0,0.0,-2.2399999999999998,-1.64
0,0_vs_0,0.0,0.0,0.0,0.09,-1.28,1.99,0.0,0.0,0.0,-0.44,0.0,0.0,0.54,-0.47,-1.8800000000000001,-1.35
0,0_vs_0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,-0.54,-0.47,-2.51,1.98,-2.36,-0.98,0.0,0.78
4,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,0.0,-0.22,0.54,-0.48,2.71,-2.26
0,0_vs_0,0.0,0.0,0.0,0.0,1.19,1.73,0.0,0.0,3.56,-0.32999999999999996,0.0,0.0,0.0,0.0,-2.44,2.6
0,0_vs_0,0.0,0.0,0.0,0.0,-1.68,0.0,0.0,0.0,0.17999999999999994,-3.17,0.0,0.24,0.0,0.0,-0.6699999999999999,0.71
0,0_vs_0,0.0,0.0,-0.28,0.09,2.26,0.0,0.0,0.0,5.15,0.0,-0.64,0.0,0.19,-0.21,0.0,0.8599999999999999
0,0_vs_0,0.0,0.0,0.0,-1.13,0.0,1.99,0.0,0.0,0.0,0.0,-1.6500000000000001,0.0,-0.57,-0.47,-0.19999999999999996,-0.6400000000000001
0,0_vs_0,0.0,0.0,2.95,0.09,0.0,0.0,0.0,0.0,5.27,-1.16,-0.43,0.35,0.0,0.0,-1.13,1.89
0,0_vs_0,0.0,0.0,0.0,-0.24,0.0,0.46,0.0,0.0,0.8,0.0,-0.84,0.0,-2.73,0.0,1.73,1.13
0,0_vs_0,0.0,0.0,0.07,-0.59,2.26,0.0,0.0,0.0,5.15,0.62,0.0,1.93,0.19,0.0,0.25,1.86
0,0_vs_0,0.0,0.0,0.0,-0.25,0.13,0.0,0.0,0.0,0.73,-0.62,-0.47,-1.31,0.0,0.0,0.2,-0.64
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,5.24,0.0,-0.51,0.0,0.0,0.0,0.27,0.10000000000000003
0,0_vs_0,0.0,0.0,2.12,-0.44,0.0,0.33,0.0,0.0,2.27,0.39,-0.84,-0.07,-0.77,0.0,0.0,-0.76
0,0_vs_0,0.0,0.0,-0.25,0.09,0.92,0.0,0.0,0.0,0.0,0.0,-0.6,0.35,0.0,0.0,0.6799999999999999,1.13
0,0_vs_0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,8.36,-2.03,0.0,0.0,0.0,-1.38,0.16999999999999998,-0.51
0,0_vs_0,0.0,0.0,0.0,0.0,1.05,3.0,0.0,0.0,4.62,0.9500000000000001,0.4,0.0,0.0,0.0,-0.07,0.8099999999999999
0,0_vs_0,0.0,0.0,0.0,0.6499999999999999,0.0,2.12,0.0,0.0,0.0,-0.62,-1.93,0.0,-0.86,0.0,0.010000000000000009,-0.84
6,0_vs_0,0.0,0.0,0.83,0.0,0.63,0.74,0.0,0.0,2.27,-1.85,0.0,0.0,0.0,0.0,-0.05999999999999983,-0.06000000000000005
0,0_vs_0,0.0,0.0,0.83,0.09,0.0,0.0,0.0,0.0,5.27,-0.44,0.0,0.0,0.0,-0.47,-0.25999999999999984,-0.6400000000000001
3,0_vs_0,0.0,0.0,0.0,0.0,0.92,1.41,0.0,0.0,2.07,-0.36,0.0,0.54,-1.18,1.7,0.38,0.18
8,0_vs_0,0.0,0.0,0.0,0.0,-1.54,1.77,0.0,0.0,0.8,0.0,-0.84,0.0,-1.7,0.0,1.73,1.3499999999999999
9,0_vs_0,0.0,0.0,0.0,0.0,0.63,3.19,0.0,0.0,0.0,1.4500000000000002,0.0,0.0,-0.86,0.0,-0.9899999999999999,1.18
24,0_vs_0,0.0,0.0,0.0,0.0,1.05,-0.87,0.0,0.0,4.62,-1.38,0.4,1.0,0.0,-1.52,-0.07,2.26
11,0_vs_0,0.0,0.0,0.0,-0.6799999999999999,0.0,1.73,0.0,0.0,4.62,0.62,0.010000000000000009,0.0,-0.47,0.0,0.0,0.0
3,0_vs_0,0.0,0.0,0.83,0.0,0.0,0.67,0.0,0.0,5.27,-1.98,-0.41,1.13,-1.24,0.0,0.0,-0.17
0,0_vs_0,0.0,0.0,-0.73,-0.7,-1.05,1.99,0.0,0.0,3.61,-0.22,0.23,0.0,0.0,-1.12,1.11,0.7
0,0_vs_0,0.0,0.0,-1.61,0.0,-1.54,0.0,0.0,0.0,0.0,-0.33,-0.08,1.43,-1.03,0.46,1.73,-1.58
0,0_vs_0,0.0,0.0,-2.8,1.22,-0.13,1.36,0.0,0.0,1.73,-0.6,0.0,0.0,-1.1,0.04,0.0,-0.54
0,0_vs_0,0.0,0.0,-0.25,0.0,0.92,1.05,0.0,0.0,2.07,0.39,-0.6,0.13,0.0,0.0,0.14,-2.8
26,0_vs_0,0.0,0.0,0.0,-0.09,0.51,0.0,0.0,0.0,3.25,-0.47,0.0,1.93,-0.57,-0.54,0.49000000000000005,0.0
0,0_vs_0,0.0,0.0,-0.96,1.25,1.39,0.41,0.0,0.0,0.0,-1.11,0.0,0.04,1.97,0.0,-1.49,-0.82
0,0_vs_0,0.0,0.0,-2.4299999999999997,0.0,-0.88,2.54,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.18,-0.07,-3.18
8,0_vs_0,0.0,0.0,-1.21,0.89,-0.18,0.67,0.0,0.0,1.95,0.0,-0.44,1.13,0.0,0.0,0.71,-0.84
0,0_vs_0,0.0,0.0,0.67,0.82,0.0,0.99,0.0,0.0,4.42,-0.73,-0.51,0.0,0.86,0.0,-0.01,0.1
0,0_vs_0,0.0,0.0,0.4,0.0,5.15,0.0,0.0,0.0,2.37,-0.6,0.0,0.24,0.0,0.0,1.5,-0.7300000000000001
15,0_vs_0,0.0,0.0,0.0,1.22,0.91,1.36,0.0,0.0,3.61,-0.95,0.0,0.0,0.19,0.04,-0.38,0.91
0,0_vs_0,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,0.8,0.39,0.0,0.97,-1.03,0.0,1.33,-2.8
0,0_vs_0,0.0,0.0,1.52,-0.25,0.0,0.46,0.0,0.0,5.67,-0.62,0.0,0.59,-0.97,0.0,1.33,-0.64
0,0_vs_0,0.0,0.0,0.0,0.0,0.63,1.99,0.0,0.0,0.0,-0.85,-1.4,-0.07,-1.42,-1.05,0.17,0.0
8,0_vs_0,0.0,0.0,0.0,0.53,0.0,-0.87,0.0,0.0,4.54,-1.38,-1.16,0.0,0.0,-1.52,-0.8,-0.29
24,0_vs_0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,-0.01,-0.73,0.0,0.0,-1.41,0.0,-0.30000000000000004,-0.58
4,0_vs_0,0.0,0.0,-1.88,-0.84,0.91,3.0,0.0,0.0,0.0,0.53,0.0,1.0,0.0,0.0,1.11,-1.21
2,0_vs_0,0.0,0.0,0.0,0.0,0.03,-0.87,0.0,0.0,5.24,-2.49,0.0,0.0,0.0,0.0,0.99,1.9699999999999998
2,0_vs_0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,0.0,3.66,-0.32999999999999996,0.0,0.0,0.0,0.44,-0.13000000000000012,2.6
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,7.8999999999999995,-3.46,-1.0,0.0,0.0,-1.38,-0.06,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,1.39,0.74,0.0,0.0,4.6899999999999995,-1.85,0.0,0.0,1.97,0.0,0.0,-0.06000000000000005
0,0_vs_0,0.0,0.0,-0.96,0.51,0.0,0.0,0.0,0.0,4.6899999999999995,-0.6,-1.65,0.73,0.0,0.0,-1.49,0.36
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.1100000000000003,-2.9299999999999997,0.0,1.97,1.92,-1.49,-0.43
0,0_vs_0,0.0,0.0,0.67,0.0,0.51,1.4,0.0,0.0,3.25,-0.48,0.0,-0.52,-0.57,-1.05,-0.75,3.35
20,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.39,-0.09,0.0,-0.57,-0.18,0.55,-3.23
0,0_vs_0,0.0,0.0,0.67,0.0,0.51,0.99,0.0,0.0,3.25,-0.73,0.0,0.0,0.64,-0.48,-0.75,0.26
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.4,-1.01,0.25,0.0,-0.86,0.0,0.91,-1.18
0,0_vs_0,0.0,0.0,-1.98,0.0,0.92,0.0,0.0,0.0,0.0,-1.06,0.0,0.84,-1.18,0.0,0.53,-0.71
0,0_vs_0,0.0,0.0,0.0,0.01,1.05,1.31,0.0,0.0,1.6,-0.62,0.61,0.0,0.0,0.0,-0.07,1.99
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.4,-1.38,0.25,0.0,-0.86,-2.63,-1.16,2.26
0,0_vs_0,0.0,0.0,0.46,0.31,0.0,1.22,0.0,0.0,3.65,-1.98,0.0,0.0,0.0,0.0,-3.1399999999999997,-0.84
17,0_vs_0,0.0,0.0,-2.4299999999999997,0.0,-0.88,2.54,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.18,-0.07,-3.18
0,0_vs_0,0.0,0.0,1.52,0.0,0.0,0.41,0.0,0.0,0.51,-0.92,-0.83,0.0,0.0,0.0,1.33,-1.1300000000000001
0,0_vs_0,0.0,0.0,-1.58,1.91,0.06,0.33,0.0,0.0,0.0,-1.06,0.0,0.0,-0.51,0.0,0.96,-0.41
0,0_vs_0,0.0,0.0,0.0,0.0,0.92,1.99,0.0,0.0,0.0,-1.5999999999999999,0.0,0.0,-1.18,0.0,0.52,-2.74
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,-0.4,0.35,0.8199999999999998,0.36,-0.17000000000000004,0.05
12,0_vs_0,0.0,0.0,0.0,0.0,1.19,2.7199999999999998,0.0,0.0,5.95,0.51,0.0,0.35,0.0,0.0,-0.24,0.0
3,0_vs_0,0.0,0.0,0.0,-0.24,-1.51,0.46,0.0,0.0,3.66,0.0,0.0,0.59,0.0,0.0,-0.13000000000000012,-0.64
0,0_vs_0,0.0,0.0,-0.1,1.25,-1.68,0.41,0.0,0.0,0.4,-0.92,0.0,0.0,0.0,0.0,0.98,-2.08
0,0_vs_0,0.0,0.0,0.07,0.05,2.26,0.0,0.0,0.0,5.15,-1.98,0.0,0.56,2.18,0.0,0.25,-0.84
2,0_vs_0,0.0,0.0,-1.25,0.0,-1.3,0.0,0.0,0.0,4.54,-0.32999999999999996,-1.16,0.0,0.0,0.44,0.0,2.6
0,0_vs_0,0.0,0.0,-1.34,-0.24,0.0,0.0,0.0,0.0,0.77,-0.62,0.08,0.59,0.0,0.0,-1.52,-0.64
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2.07,-1.32,-0.6,-0.52,0.0,0.0,0.82,-0.6900000000000001
0,0_vs_0,0.0,0.0,0.0,1.85,0.63,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.26,0.81,-1.16,0.35
0,0_vs_0,0.0,0.0,-0.23,0.0,0.0,1.89,0.0,0.0,3.81,1.58,0.08,0.0,0.06,0.0,-0.33,-0.16999999999999993
0,0_vs_0,0.0,0.0,-2.6399999999999997,0.0,1.05,0.0,0.0,0.0,3.02,-0.040000000000000036,0.0,1.1099999999999999,-0.47,0.0,0.0,0.83
0,0_vs_0,0.0,0.0,0.46,0.0,1.05,0.0,0.0,0.0,1.6,-0.22,0.4,1.8,0.29,-1.05,0.0,-0.45
0,0_vs_0,0.0,0.0,0.0,0.0,0.92,2.69,0.0,0.0,2.07,2.6100000000000003,0.0,0.0,0.0,0.0,0.52,-0.5
0,0_vs_0,0.0,0.0,0.0,0.0,6.79,1.14,0.0,0.0,2.74,0.0,0.0,0.0,0.0,-1.9,1.1,0.7
0,0_vs_0,0.0,0.0,0.0,0.43,-1.68,1.77,0.0,0.0,7.109999999999999,-1.25,0.0,0.0,0.0,0.0,-0.22,0.0
20,0_vs_0,0.0,0.0,0.0,0.0,-0.82,0.0,0.0,0.0,3.81,0.0,0.0,-0.30999999999999994,0.06,0.0,-3.5,1.3499999999999999
0,0_vs_0,0.0,0.0,0.0,1.5,-0.1,1.41,0.0,0.0,6.04,-0.36,-0.16,0.0,0.0,-0.13,1.81,1.77
0,0_vs_0,0.0,0.0,0.0,0.0,-1.22,0.0,0.0,0.0,2.5199999999999996,-1.16,0.0,0.0,0.93,0.0,-1.64,1.57
10,0_vs_0,0.0,0.0,0.0,-0.59,-1.22,0.0,0.0,0.0,3.8099999999999996,0.14,0.0,0.0,-0.29,-0.98,-1.64,1.9000000000000001
0,0_vs_0,0.0,0.0,-1.61,0.73,-1.54,0.0,0.0,0.0,0.8,-0.91,0.0,0.56,-2.73,0.0,0.0,0.5999999999999999
0,0_vs_0,0.0,0.0,-1.61,0.0,-1.54,1.77,0.0,0.0,0.8,-0.62,0.0,0.0,-2.04,0.0,0.0,1.99
2,0_vs_0,0.0,0.0,0.0,0.0,-0.19,3.1100000000000003,0.0,0.0,-1.55,-0.73,0.0,0.0,-1.18,0.0,-1.74,0.26
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.8,-1.98,-0.51,1.13,-1.7,0.0,1.73,-0.6699999999999999
0,0_vs_0,0.0,0.0,-1.72,0.0,-0.88,0.0,0.0,0.0,3.02,0.0,0.4,2.06,0.0,0.94,-0.07,0.10999999999999999
0,0_vs_0,0.0,0.0,-2.77,0.0,1.05,3.54,0.0,0.0,3.02,-0.32,0.0,0.73,0.0,0.0,-0.07,1.2
0,0_vs_0,0.0,0.0,-0.25,0.0,0.92,0.49,0.0,0.0,3.8099999999999996,-0.9,0.0,1.66,0.0,0.0,-0.01,-0.09
1,0_vs_0,0.0,0.0,0.0,0.0,0.63,0.43,0.0,0.0,0.0,-0.91,0.25,0.0,0.26,0.0,-1.73,0.08999999999999986
0,0_vs_0,0.0,0.0,-2.99,-0.36,0.0,0.0,0.0,0.0,3.02,0.0,0.21,0.0,0.29,-1.53,0.0,0.10999999999999999
39,0_vs_0,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,0.0,4.62,-0.47,0.4,0.0,0.29,-0.54,0.0,2.6
14,0_vs_0,0.0,0.0,0.0,0.22999999999999998,0.0,0.0,0.0,0.0,8.23,-0.38,0.0,0.13,1.97,0.0,-0.8,0.0
0,0_vs_0,0.0,0.0,0.0,0.73,-1.28,0.43,0.0,0.0,-0.01,-0.97,-2.04,0.0,0.0,0.0,-0.9800000000000001,-1.07
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,5.27,-1.98,0.0,0.0,-1.24,0.0,0.8700000000000001,-1.01
0,0_vs_0,0.0,0.0,-1.52,0.0,0.0,3.1100000000000003,0.0,0.0,3.39,-0.73,-0.16,1.35,-2.11,0.0,0.58,0.0
0,0_vs_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109999999999999,0.16,0.0,-0.39,0.55,1.92,0.0,-1.64
